site,year,species,latitude,longitude,min_depth,max_depth,abundance,site_id
site_54.73_12.79,1996,Phyllodoce,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1996,Polydora ciliata,54.73,12.79,22.0,22.0,15.5,S2
site_54.73_12.79,1996,Pontoporeia femorata,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1996,Priapulus caudatus,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1996,Pygospio elegans,54.73,12.79,22.0,22.0,2444.0,S2
site_54.73_12.79,1996,Scoloplos armiger,54.73,12.79,22.0,22.0,551.0,S2
site_54.73_12.79,1996,Aricidea cerrutii,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,1996,Asterias rubens,54.73,12.79,22.0,22.0,1.5,S2
site_54.73_12.79,1996,Balanus improvisus,54.73,12.79,22.0,22.0,13.5,S2
site_54.73_12.79,1996,Corophium crassicorne,54.73,12.79,22.0,22.0,8.5,S2
site_54.73_12.79,1996,Gastrosaccus spinifer,54.73,12.79,22.0,22.0,17.0,S2
site_54.73_12.79,1996,Halitholus yoldiaarcticae,54.73,12.79,22.0,22.0,0.5,S2
site_54.73_12.79,1996,Harmothoe imbricata,54.73,12.79,22.0,22.0,13.5,S2
site_54.73_12.79,1996,Lamellidoris muricata,54.73,12.79,22.0,22.0,3.5,S2
site_54.73_12.79,1996,Laomedea flexuosa,54.73,12.79,22.0,22.0,0.5,S2
site_54.73_12.79,1996,Ophelia limacina,54.73,12.79,22.0,22.0,1.5,S2
site_54.73_12.79,1996,Phyllodoce (Anaitides) mucosa,54.73,12.79,22.0,22.0,3.5,S2
site_54.73_12.79,1996,Pseudopolydora pulchra,54.73,12.79,22.0,22.0,1.5,S2
site_54.73_12.79,1996,Pusillina inconspicua,54.73,12.79,22.0,22.0,1.5,S2
site_54.73_12.79,1996,Spio goniocephala,54.73,12.79,22.0,22.0,216.0,S2
site_54.73_12.79,1997,Ampharete baltica,54.73,12.79,22.0,22.0,34.0,S2
site_54.73_12.79,1997,Aricidea cerrutii,54.73,12.79,22.0,22.0,20.0,S2
site_54.73_12.79,1997,Astarte borealis,54.73,12.79,22.0,22.0,153.0,S2
site_54.73_12.79,1997,Asterias rubens,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1997,Balanus improvisus,54.73,12.79,22.0,22.0,27.0,S2
site_54.73_12.79,1997,Bylgides sarsi,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,1997,Capitella capitata,54.73,12.79,22.0,22.0,27.0,S2
site_54.73_12.79,1997,Corophium crassicorne,54.73,12.79,22.0,22.0,17.0,S2
site_54.73_12.79,1997,Diastylis rathkei,54.73,12.79,22.0,22.0,364.0,S2
site_54.73_12.79,1997,Eteone longa,54.73,12.79,22.0,22.0,20.0,S2
site_54.73_12.79,1997,Gammarus salinus,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,1997,Gastrosaccus spinifer,54.73,12.79,22.0,22.0,34.0,S2
site_54.73_12.79,1997,Halicryptus spinulosus,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,1997,Halitholus yoldiaarcticae,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1997,Harmothoe imbricata,54.73,12.79,22.0,22.0,27.0,S2
site_54.73_12.79,1997,Hediste diversicolor,54.73,12.79,22.0,22.0,17.0,S2
site_54.73_12.79,1997,Hydrobia ulvae,54.73,12.79,22.0,22.0,1020.0,S2
site_54.73_12.79,1997,Lamellidoris muricata,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,1997,Laomedea flexuosa,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1997,Macoma balthica,54.73,12.79,22.0,22.0,269.0,S2
site_54.73_12.79,1997,Mya arenaria,54.73,12.79,22.0,22.0,177.0,S2
site_54.73_12.79,1997,Mytilus edulis,54.73,12.79,22.0,22.0,1806.0,S2
site_54.73_12.79,1997,Nemertina,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,1997,Oligochaeta,54.73,12.79,22.0,22.0,361.0,S2
site_54.73_12.79,1997,Ophelia limacina,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1997,Phyllodoce (Anaitides) mucosa,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,1997,Pseudopolydora pulchra,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1997,Pusillina inconspicua,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1997,Pygospio elegans,54.73,12.79,22.0,22.0,2701.0,S2
site_54.73_12.79,1997,Scoloplos armiger,54.73,12.79,22.0,22.0,738.0,S2
site_54.73_12.79,1997,Spio goniocephala,54.73,12.79,22.0,22.0,432.0,S2
site_54.73_12.79,1998,Alcyonidium polyoum,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1998,Ampharete baltica,54.73,12.79,22.0,22.0,20.0,S2
site_54.73_12.79,1998,Arenicola marina,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1998,Aricidea cerrutii,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,1998,Astarte borealis,54.73,12.79,22.0,22.0,146.0,S2
site_54.73_12.79,1998,Astarte elliptica,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1998,Balanus crenatus,54.73,12.79,22.0,22.0,17.0,S2
site_54.73_12.79,1998,Bathyporeia pilosa,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,1998,Bylgides sarsi,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1998,Capitella capitata,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,1998,Cerastoderma glaucum,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1998,Corophium crassicorne,54.73,12.79,22.0,22.0,14.0,S2
site_54.73_12.79,1998,Crangon crangon,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1998,Diastylis rathkei,54.73,12.79,22.0,22.0,20.0,S2
site_54.73_12.79,1998,Electra crustulenta,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1998,Eteone longa,54.73,12.79,22.0,22.0,31.0,S2
site_54.73_12.79,1998,Gammarus oceanicus,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1998,Gammarus salinus,54.73,12.79,22.0,22.0,116.0,S2
site_54.73_12.79,1998,Gammarus zaddachi,54.73,12.79,22.0,22.0,20.0,S2
site_54.73_12.79,1998,Gastrosaccus spinifer,54.73,12.79,22.0,22.0,17.0,S2
site_54.73_12.79,1998,Halicryptus spinulosus,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1998,Halitholus yoldiaarcticae,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1998,Harmothoe imbricata,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1998,Hediste diversicolor,54.73,12.79,22.0,22.0,20.0,S2
site_54.73_12.79,1998,Hydrobia ulvae,54.73,12.79,22.0,22.0,1748.0,S2
site_54.73_12.79,1998,Laomedea flexuosa,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1998,Macoma balthica,54.73,12.79,22.0,22.0,235.0,S2
site_54.73_12.79,1998,Mya arenaria,54.73,12.79,22.0,22.0,153.0,S2
site_54.73_12.79,1998,Mytilus edulis,54.73,12.79,22.0,22.0,1857.0,S2
site_54.73_12.79,1998,Nemertina,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1998,Odostomia rissoides,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1998,Polydora ciliata,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,1998,Pygospio elegans,54.73,12.79,22.0,22.0,1391.0,S2
site_54.73_12.79,1998,Saduria entomon,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1998,Scoloplos armiger,54.73,12.79,22.0,22.0,554.0,S2
site_54.73_12.79,1998,Spio goniocephala,54.73,12.79,22.0,22.0,61.0,S2
site_54.73_12.79,1998,Tubifex costatus,54.73,12.79,22.0,22.0,201.0,S2
site_54.73_12.79,1998,Tubificoides benedeni,54.73,12.79,22.0,22.0,20.0,S2
site_54.73_12.79,1999,Alcyonidium polyoum,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1999,Ampharete baltica,54.73,12.79,22.0,22.0,170.0,S2
site_54.73_12.79,1999,Aricidea cerrutii,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,1999,Astarte borealis,54.73,12.79,22.0,22.0,224.0,S2
site_54.73_12.79,1999,Balanus crenatus,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1999,Bylgides sarsi,54.73,12.79,22.0,22.0,24.0,S2
site_54.73_12.79,1999,Capitella capitata,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,1999,Clytia hemisphaerica,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1999,Crangon crangon,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1999,Diastylis rathkei,54.73,12.79,22.0,22.0,105.0,S2
site_54.73_12.79,1999,Eteone longa,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,1999,Gammarus oceanicus,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1999,Gammarus salinus,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1999,Gammarus zaddachi,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1999,Halicryptus spinulosus,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1999,Hydrobia ulvae,54.73,12.79,22.0,22.0,599.0,S2
site_54.73_12.79,1999,Jaera albifrons,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1999,Macoma balthica,54.73,12.79,22.0,22.0,170.0,S2
site_54.73_12.79,1999,Mya arenaria,54.73,12.79,22.0,22.0,156.0,S2
site_54.73_12.79,1999,Mytilus edulis,54.73,12.79,22.0,22.0,963.0,S2
site_54.73_12.79,1999,Nemertina,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1999,Opercularella lacerata,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,1999,Polydora (Polydora) quadrilobata,54.73,12.79,22.0,22.0,14.0,S2
site_54.73_12.79,1999,Polydora ciliata,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1999,Pygospio elegans,54.73,12.79,22.0,22.0,476.0,S2
site_54.73_12.79,1999,Scoloplos armiger,54.73,12.79,22.0,22.0,520.0,S2
site_54.73_12.79,1999,Spio goniocephala,54.73,12.79,22.0,22.0,24.0,S2
site_54.73_12.79,1999,Terebellides stroemii,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,1999,Tubifex costatus,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,2000,Alcyonidium polyoum,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2000,Ampharete baltica,54.73,12.79,22.0,22.0,524.0,S2
site_54.73_12.79,2000,Arenicola marina,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2000,Astarte borealis,54.73,12.79,22.0,22.0,180.0,S2
site_54.73_12.79,2000,Asterias rubens,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2000,Balanus crenatus,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2000,Bylgides sarsi,54.73,12.79,22.0,22.0,14.0,S2
site_54.73_12.79,2000,Corophium crassicorne,54.73,12.79,22.0,22.0,228.0,S2
site_54.73_12.79,2000,Crangon crangon,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2000,Diastylis rathkei,54.73,12.79,22.0,22.0,184.0,S2
site_54.73_12.79,2000,Electra crustulenta,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2000,Eteone longa,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2000,Eulalia bilineata,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,2000,Gammarus oceanicus,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2000,Gammarus salinus,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2000,Gammarus zaddachi,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2000,Halicryptus spinulosus,54.73,12.79,22.0,22.0,27.0,S2
site_54.73_12.79,2000,Harmothoe imbricata,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2000,Harmothoe impar,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2000,Hartlaubella gelatinosa,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2000,Hediste diversicolor,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2000,Hydrobia ulvae,54.73,12.79,22.0,22.0,286.0,S2
site_54.73_12.79,2000,Jaera albifrons,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,2000,Macoma balthica,54.73,12.79,22.0,22.0,235.0,S2
site_54.73_12.79,2000,Microdeutopus gryllotalpa,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2000,Mya arenaria,54.73,12.79,22.0,22.0,75.0,S2
site_54.73_12.79,2000,Mysis mixta,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2000,Mytilus edulis,54.73,12.79,22.0,22.0,1156.0,S2
site_54.73_12.79,2000,Nemertina,54.73,12.79,22.0,22.0,17.0,S2
site_54.73_12.79,2000,Opercularella lacerata,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2000,Polydora (Polydora) quadrilobata,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,2000,Prostoma obscura,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2000,Pygospio elegans,54.73,12.79,22.0,22.0,724.0,S2
site_54.73_12.79,2000,Scoloplos armiger,54.73,12.79,22.0,22.0,510.0,S2
site_54.73_12.79,2000,Spio goniocephala,54.73,12.79,22.0,22.0,17.0,S2
site_54.73_12.79,2000,Travisia forbesii,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2000,Tubifex costatus,54.73,12.79,22.0,22.0,34.0,S2
site_54.73_12.79,2000,Tubificoides benedeni,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,2001,Alcyonidium polyoum,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2001,Ampharete baltica,54.73,12.79,22.0,22.0,204.0,S2
site_54.73_12.79,2001,Arenicola marina,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2001,Aricidea suecica,54.73,12.79,22.0,22.0,31.0,S2
site_54.73_12.79,2001,Astarte borealis,54.73,12.79,22.0,22.0,190.0,S2
site_54.73_12.79,2001,Astarte montagui,54.73,12.79,22.0,22.0,20.0,S2
site_54.73_12.79,2001,Asterias rubens,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2001,Balanus crenatus,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2001,Bylgides sarsi,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2001,Corophium crassicorne,54.73,12.79,22.0,22.0,160.0,S2
site_54.73_12.79,2001,Crangon crangon,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2001,Diastylis rathkei,54.73,12.79,22.0,22.0,27.0,S2
site_54.73_12.79,2001,Electra crustulenta,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2001,Eteone longa,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,2001,Eucratea loricata,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2001,Gammarus oceanicus,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2001,Gammarus salinus,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,2001,Halicryptus spinulosus,54.73,12.79,22.0,22.0,14.0,S2
site_54.73_12.79,2001,Harmothoe imbricata,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2001,Hartlaubella gelatinosa,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2001,Hediste diversicolor,54.73,12.79,22.0,22.0,27.0,S2
site_54.73_12.79,2001,Hydrobia ulvae,54.73,12.79,22.0,22.0,391.0,S2
site_54.73_12.79,2001,Jaera albifrons,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,2001,Lafoeina tenuis,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2001,Lineus ruber,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2001,Macoma balthica,54.73,12.79,22.0,22.0,170.0,S2
site_54.73_12.79,2001,Molgula manhattensis,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2001,Mya arenaria,54.73,12.79,22.0,22.0,27.0,S2
site_54.73_12.79,2001,Mysis mixta,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2001,Mytilus edulis,54.73,12.79,22.0,22.0,1204.0,S2
site_54.73_12.79,2001,Nemertina,54.73,12.79,22.0,22.0,37.0,S2
site_54.73_12.79,2001,Neomysis integer,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2001,Opercularella lacerata,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2001,Phyllodoce (Anaitides) mucosa,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2001,Polydora (Polydora) quadrilobata,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,2001,Pontoporeia femorata,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2001,Prostoma obscura,54.73,12.79,22.0,22.0,20.0,S2
site_54.73_12.79,2001,Pygospio elegans,54.73,12.79,22.0,22.0,816.0,S2
site_54.73_12.79,2001,Scoloplos armiger,54.73,12.79,22.0,22.0,374.0,S2
site_54.73_12.79,2001,Spio goniocephala,54.73,12.79,22.0,22.0,136.0,S2
site_54.73_12.79,2001,Travisia forbesii,54.73,12.79,22.0,22.0,37.0,S2
site_54.73_12.79,2001,Tubifex costatus,54.73,12.79,22.0,22.0,48.0,S2
site_54.73_12.79,2001,Tubificoides benedeni,54.73,12.79,22.0,22.0,17.0,S2
site_54.73_12.79,2002,Acanthodoris pilosa,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2002,Alcyonidium polyoum,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2002,Ampharete baltica,54.73,12.79,22.0,22.0,136.0,S2
site_54.73_12.79,2002,Arenicola marina,54.73,12.79,22.0,22.0,17.0,S2
site_54.73_12.79,2002,Aricidea suecica,54.73,12.79,22.0,22.0,41.0,S2
site_54.73_12.79,2002,Astarte borealis,54.73,12.79,22.0,22.0,136.0,S2
site_54.73_12.79,2002,Asterias rubens,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,2002,Balanus crenatus,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2002,Bylgides sarsi,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,2002,Capitella capitata,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2002,Crangon crangon,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2002,Diastylis rathkei,54.73,12.79,22.0,22.0,95.0,S2
site_54.73_12.79,2002,Electra crustulenta,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2002,Eteone longa,54.73,12.79,22.0,22.0,20.0,S2
site_54.73_12.79,2002,Gammarus oceanicus,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2002,Gammarus salinus,54.73,12.79,22.0,22.0,34.0,S2
site_54.73_12.79,2002,Gammarus zaddachi,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2002,Halicryptus spinulosus,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2002,Harmothoe imbricata,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2002,Harmothoe impar,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,2002,Hartlaubella gelatinosa,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2002,Hediste diversicolor,54.73,12.79,22.0,22.0,14.0,S2
site_54.73_12.79,2002,Hydrobia ulvae,54.73,12.79,22.0,22.0,1000.0,S2
site_54.73_12.79,2002,Jaera albifrons,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2002,Lagis koreni,54.73,12.79,22.0,22.0,323.0,S2
site_54.73_12.79,2002,Lineus ruber,54.73,12.79,22.0,22.0,24.0,S2
site_54.73_12.79,2002,Macoma balthica,54.73,12.79,22.0,22.0,228.0,S2
site_54.73_12.79,2002,Mya arenaria,54.73,12.79,22.0,22.0,34.0,S2
site_54.73_12.79,2002,Mytilus edulis,54.73,12.79,22.0,22.0,194.0,S2
site_54.73_12.79,2002,Nais elinguis,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,2002,Nemertina,54.73,12.79,22.0,22.0,54.0,S2
site_54.73_12.79,2002,Palaemon elegans,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2002,Phyllodoce (Anaitides) mucosa,54.73,12.79,22.0,22.0,303.0,S2
site_54.73_12.79,2002,Polydora (Polydora) quadrilobata,54.73,12.79,22.0,22.0,20.0,S2
site_54.73_12.79,2002,Prostoma obscura,54.73,12.79,22.0,22.0,24.0,S2
site_54.73_12.79,2002,Pygospio elegans,54.73,12.79,22.0,22.0,371.0,S2
site_54.73_12.79,2002,Scoloplos armiger,54.73,12.79,22.0,22.0,24.0,S2
site_54.73_12.79,2002,Spio goniocephala,54.73,12.79,22.0,22.0,34.0,S2
site_54.73_12.79,2002,Travisia forbesii,54.73,12.79,22.0,22.0,71.0,S2
site_54.73_12.79,2002,Tubifex costatus,54.73,12.79,22.0,22.0,88.0,S2
site_54.73_12.79,2002,Tubificoides benedeni,54.73,12.79,22.0,22.0,27.0,S2
site_54.73_12.79,2003,Abra alba,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2003,Acanthodoris pilosa,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2003,Ampharete baltica,54.73,12.79,22.0,22.0,34.0,S2
site_54.73_12.79,2003,Arenicola marina,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2003,Aricidea suecica,54.73,12.79,22.0,22.0,34.0,S2
site_54.73_12.79,2003,Astarte borealis,54.73,12.79,22.0,22.0,133.0,S2
site_54.73_12.79,2003,Asterias rubens,54.73,12.79,22.0,22.0,27.0,S2
site_54.73_12.79,2003,Balanus crenatus,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2003,Bougainvillia ramosa,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2003,Bylgides sarsi,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2003,Callopora lineata,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2003,Capitella capitata,54.73,12.79,22.0,22.0,17.0,S2
site_54.73_12.79,2003,Corophium crassicorne,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2003,Crangon crangon,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,2003,Diastylis rathkei,54.73,12.79,22.0,22.0,235.0,S2
site_54.73_12.79,2003,Electra crustulenta,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2003,Electra pilosa,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2003,Eteone longa,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,2003,Eucratea loricata,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2003,Facelina bostoniensis,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,2003,Gammarellus homari,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2003,Gastrosaccus spinifer,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2003,Halacaridae,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2003,Halicryptus spinulosus,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,2003,Halisarca dujardinii,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2003,Harmothoe imbricata,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,2003,Hartlaubella gelatinosa,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2003,Hydrobia ulvae,54.73,12.79,22.0,22.0,745.0,S2
site_54.73_12.79,2003,Lagis koreni,54.73,12.79,22.0,22.0,262.0,S2
site_54.73_12.79,2003,Lineus ruber,54.73,12.79,22.0,22.0,17.0,S2
site_54.73_12.79,2003,Macoma balthica,54.73,12.79,22.0,22.0,156.0,S2
site_54.73_12.79,2003,Musculus discors,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2003,Mya arenaria,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2003,Mysella bidentata,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,2003,Mytilus edulis,54.73,12.79,22.0,22.0,180.0,S2
site_54.73_12.79,2003,Nemertina,54.73,12.79,22.0,22.0,48.0,S2
site_54.73_12.79,2003,Nymphon brevirostre,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2003,Odostomia rissoides,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2003,Parvicardium ovale,54.73,12.79,22.0,22.0,14.0,S2
site_54.73_12.79,2003,Phyllodoce (Anaitides) mucosa,54.73,12.79,22.0,22.0,102.0,S2
site_54.73_12.79,2003,Polydora (Polydora) quadrilobata,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2003,Prostoma obscura,54.73,12.79,22.0,22.0,24.0,S2
site_54.73_12.79,2003,Retusa obtusa,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,2003,Retusa truncatula,54.73,12.79,22.0,22.0,14.0,S2
site_54.73_12.79,2003,Scoloplos armiger,54.73,12.79,22.0,22.0,173.0,S2
site_54.73_12.79,2003,Spio goniocephala,54.73,12.79,22.0,22.0,75.0,S2
site_54.73_12.79,2003,Travisia forbesii,54.73,12.79,22.0,22.0,58.0,S2
site_54.73_12.79,2003,Tubifex costatus,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,2003,Tubificoides benedeni,54.73,12.79,22.0,22.0,14.0,S2
site_54.73_12.79,2004,Ampharete baltica,54.73,12.79,22.0,22.0,95.0,S2
site_54.73_12.79,2004,Arctica islandica,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2004,Arenicola marina,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2004,Aricidea suecica,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,2004,Astarte borealis,54.73,12.79,22.0,22.0,160.0,S2
site_54.73_12.79,2004,Asterias rubens,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2004,Cerastoderma glaucum,54.73,12.79,22.0,22.0,58.0,S2
site_54.73_12.79,2004,Corophium crassicorne,54.73,12.79,22.0,22.0,78.0,S2
site_54.73_12.79,2004,Crangon crangon,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2004,Diastylis rathkei,54.73,12.79,22.0,22.0,17.0,S2
site_54.73_12.79,2004,Eucratea loricata,54.73,12.79,22.0,22.0,1.0,S2
site_54.73_12.79,2004,Gastrosaccus spinifer,54.73,12.79,22.0,22.0,3.0,S2
site_54.73_12.79,2004,Halicryptus spinulosus,54.73,12.79,22.0,22.0,10.0,S2
site_54.73_12.79,2004,Heteromastus filiformis,54.73,12.79,22.0,22.0,7.0,S2
site_54.73_12.79,2004,Hydrobia ulvae,54.73,12.79,22.0,22.0,303.0,S2
