,site,scientificnameaccepted,quarter,yearcollected,Count (Dmnless)
967,site_54.18_11.75,Polydora ciliata,3,1999,3
968,site_54.18_11.75,Polydora ciliata,3,2000,10
969,site_54.18_11.75,Polydora ciliata,4,1995,1290
970,site_54.18_11.75,Polydora ciliata,4,2000,150
971,site_54.18_11.75,Polydora ciliata,4,2001,34
972,site_54.18_11.75,Polydora ciliata,4,2003,354
973,site_54.18_11.75,Polydora ciliata,4,2004,3
974,site_54.18_11.75,Pontoporeia femorata,1,1999,1
975,site_54.18_11.75,Pontoporeia femorata,3,2000,3
976,site_54.18_11.75,Pontoporeia femorata,4,1998,3
977,site_54.18_11.75,Praunus inermis,3,1996,6
978,site_54.18_11.75,Priapulus caudatus,1,2000,7
979,site_54.18_11.75,Priapulus caudatus,1,2002,3
980,site_54.18_11.75,Priapulus caudatus,1,2005,3
981,site_54.18_11.75,Priapulus caudatus,2,2001,7
982,site_54.18_11.75,Priapulus caudatus,3,1994,13
983,site_54.18_11.75,Pseudopolydora antennata,1,2005,3
984,site_54.18_11.75,Pseudopolydora pulchra,1,2004,3
985,site_54.18_11.75,Pseudopolydora pulchra,4,2001,10
986,site_54.18_11.75,Pseudopolydora pulchra,4,2004,7
987,site_54.18_11.75,Pusillina inconspicua,1,2005,1
988,site_54.18_11.75,Pusillina inconspicua,4,2004,1
989,site_54.18_11.75,Pygospio elegans,1,1998,19
990,site_54.18_11.75,Pygospio elegans,1,1999,3
991,site_54.18_11.75,Pygospio elegans,1,2004,3
992,site_54.18_11.75,Pygospio elegans,2,1996,43
993,site_54.18_11.75,Pygospio elegans,2,2001,7
994,site_54.18_11.75,Pygospio elegans,3,1996,31
995,site_54.18_11.75,Pygospio elegans,3,1997,28
996,site_54.18_11.75,Pygospio elegans,3,1998,9
997,site_54.18_11.75,Pygospio elegans,3,1999,19
998,site_54.18_11.75,Pygospio elegans,3,2000,78
999,site_54.18_11.75,Pygospio elegans,4,1995,13
1000,site_54.18_11.75,Pygospio elegans,4,1997,12
1001,site_54.18_11.75,Pygospio elegans,4,1998,3
1002,site_54.18_11.75,Pygospio elegans,4,1999,6
1003,site_54.18_11.75,Pygospio elegans,4,2000,27
1004,site_54.18_11.75,Pygospio elegans,4,2001,10
1005,site_54.18_11.75,Pygospio elegans,4,2003,119
1006,site_54.18_11.75,Scalibregma inflatum,1,1999,14
1007,site_54.18_11.75,Scalibregma inflatum,1,2002,3
1008,site_54.18_11.75,Scalibregma inflatum,1,2004,14
1009,site_54.18_11.75,Scalibregma inflatum,2,2001,10
1010,site_54.18_11.75,Scalibregma inflatum,3,1998,3
1011,site_54.18_11.75,Scalibregma inflatum,3,1999,9
1012,site_54.18_11.75,Scalibregma inflatum,3,2000,27
1013,site_54.18_11.75,Scalibregma inflatum,3,2004,156
1014,site_54.18_11.75,Scalibregma inflatum,4,2001,31
1015,site_54.18_11.75,Scalibregma inflatum,4,2003,3
1016,site_54.18_11.75,Scoloplos armiger,1,1997,97
1017,site_54.18_11.75,Scoloplos armiger,1,1998,143
1018,site_54.18_11.75,Scoloplos armiger,1,1999,317
1019,site_54.18_11.75,Scoloplos armiger,1,2000,3
1020,site_54.18_11.75,Scoloplos armiger,1,2002,10
1021,site_54.18_11.75,Scoloplos armiger,1,2004,126
1022,site_54.18_11.75,Scoloplos armiger,1,2005,7
1023,site_54.18_11.75,Scoloplos armiger,2,1996,18
1024,site_54.18_11.75,Scoloplos armiger,2,2001,1
1025,site_54.18_11.75,Scoloplos armiger,3,1994,300
1026,site_54.18_11.75,Scoloplos armiger,3,1996,12
1027,site_54.18_11.75,Scoloplos armiger,3,1997,330
1028,site_54.18_11.75,Scoloplos armiger,3,1998,227
1029,site_54.18_11.75,Scoloplos armiger,3,1999,289
1030,site_54.18_11.75,Scoloplos armiger,3,2000,7
1031,site_54.18_11.75,Scoloplos armiger,3,2004,316
1032,site_54.18_11.75,Scoloplos armiger,4,1997,59
1033,site_54.18_11.75,Scoloplos armiger,4,1998,121
1034,site_54.18_11.75,Scoloplos armiger,4,1999,3
1035,site_54.18_11.75,Scoloplos armiger,4,2001,10
1036,site_54.18_11.75,Scoloplos armiger,4,2003,71
1037,site_54.18_11.75,Scoloplos armiger,4,2004,14
1038,site_54.18_11.75,Spio filicornis,1,2002,1
1039,site_54.18_11.75,Spio filicornis,2,1996,6
1040,site_54.18_11.75,Spio filicornis,3,1996,3
1041,site_54.18_11.75,Spio filicornis,3,2000,3
1042,site_54.18_11.75,Streptosyllis websteri,4,2003,1
1043,site_54.18_11.75,Styela coriacea,1,2002,37
1044,site_54.18_11.75,Styela coriacea,3,1994,13
1045,site_54.18_11.75,Terebellides stroemii,1,1997,6
1046,site_54.18_11.75,Terebellides stroemii,1,1998,3
1047,site_54.18_11.75,Terebellides stroemii,1,1999,98
1048,site_54.18_11.75,Terebellides stroemii,1,2000,316
1049,site_54.18_11.75,Terebellides stroemii,1,2001,224
1050,site_54.18_11.75,Terebellides stroemii,1,2002,1160
1051,site_54.18_11.75,Terebellides stroemii,1,2004,3
1052,site_54.18_11.75,Terebellides stroemii,1,2005,7
1053,site_54.18_11.75,Terebellides stroemii,2,2000,301
1054,site_54.18_11.75,Terebellides stroemii,2,2001,772
1055,site_54.18_11.75,Terebellides stroemii,3,1998,68
1056,site_54.18_11.75,Terebellides stroemii,3,1999,809
1057,site_54.18_11.75,Terebellides stroemii,3,2000,2034
1058,site_54.18_11.75,Terebellides stroemii,3,2004,17
1059,site_54.18_11.75,Terebellides stroemii,4,1997,9
1060,site_54.18_11.75,Terebellides stroemii,4,1998,46
1061,site_54.18_11.75,Terebellides stroemii,4,1999,237
1062,site_54.18_11.75,Terebellides stroemii,4,2000,439
1063,site_54.18_11.75,Terebellides stroemii,4,2001,1102
1064,site_54.18_11.75,Terebellides stroemii,4,2003,3
1065,site_54.18_11.75,Terebellides stroemii,4,2004,3
1066,site_54.18_11.75,Trochochaeta multisetosa,1,1997,6
1067,site_54.18_11.75,Trochochaeta multisetosa,1,1998,3
1068,site_54.18_11.75,Trochochaeta multisetosa,1,1999,47
1069,site_54.18_11.75,Trochochaeta multisetosa,1,2000,20
1070,site_54.18_11.75,Trochochaeta multisetosa,1,2004,7
1071,site_54.18_11.75,Trochochaeta multisetosa,1,2005,34
1072,site_54.18_11.75,Trochochaeta multisetosa,2,2000,12
1073,site_54.18_11.75,Trochochaeta multisetosa,2,2001,3
1074,site_54.18_11.75,Trochochaeta multisetosa,3,1994,13
1075,site_54.18_11.75,Trochochaeta multisetosa,3,1997,3
1076,site_54.18_11.75,Trochochaeta multisetosa,3,1998,115
1077,site_54.18_11.75,Trochochaeta multisetosa,3,1999,59
1078,site_54.18_11.75,Trochochaeta multisetosa,3,2000,7
1079,site_54.18_11.75,Trochochaeta multisetosa,3,2004,24
1080,site_54.18_11.75,Trochochaeta multisetosa,4,1997,3
1081,site_54.18_11.75,Trochochaeta multisetosa,4,1998,25
1082,site_54.18_11.75,Trochochaeta multisetosa,4,1999,16
1083,site_54.18_11.75,Trochochaeta multisetosa,4,2000,14
1084,site_54.18_11.75,Trochochaeta multisetosa,4,2003,3
1085,site_54.18_11.75,Trochochaeta multisetosa,4,2004,31
1086,site_54.18_11.75,Tubifex costatus,1,1999,1
1087,site_54.18_11.75,Tubifex costatus,4,1998,3
1088,site_54.18_11.75,Tubificoides benedeni,1,1999,15
1089,site_54.18_11.75,Tubificoides benedeni,1,2005,3
1090,site_54.18_11.75,Tubificoides benedeni,3,1997,3
1091,site_54.18_11.75,Tubificoides benedeni,3,1999,9
1092,site_54.18_11.75,Tubificoides benedeni,4,1995,3
1093,site_54.18_11.75,Tubificoides benedeni,4,1997,3
1094,site_54.18_11.75,Tubificoides benedeni,4,1999,3
1095,site_54.18_11.75,Tubularia,2,2001,1
1096,site_54.18_11.75,Turbellaria,1,2002,3
1097,site_54.18_11.75,Urticina felina,4,2003,7
1098,site_54.18_11.75,Valkeria uva,1,2002,1
1099,site_54.18_11.75,Valkeria uva,1,2005,1
1100,site_54.18_11.75,Valkeria uva,3,2000,1
1101,site_54.18_11.75,Valkeria uva,4,2000,1
1102,site_54.18_11.75,Valkeria uva,4,2001,1
1103,site_54.22_12.09,Acanthodoris pilosa,2,2003,1
1104,site_54.22_12.09,Alcyonidium polyoum,2,2003,1
1105,site_54.22_12.09,Arenicola marina,1,1998,3
1106,site_54.22_12.09,Arenicola marina,1,2000,1
1107,site_54.22_12.09,Arenicola marina,1,2001,3
1108,site_54.22_12.09,Arenicola marina,1,2002,3
1109,site_54.22_12.09,Arenicola marina,1,2004,5
1110,site_54.22_12.09,Arenicola marina,1,2005,7
1111,site_54.22_12.09,Arenicola marina,2,2003,10
1112,site_54.22_12.09,Arenicola marina,3,1994,34
1113,site_54.22_12.09,Arenicola marina,4,1993,2
1114,site_54.22_12.09,Arenicola marina,4,1995,9
1115,site_54.22_12.09,Asterias rubens,1,2002,1
1116,site_54.22_12.09,Asterias rubens,1,2005,1
1117,site_54.22_12.09,Asterias rubens,2,2003,1
1118,site_54.22_12.09,Balanus crenatus,2,2003,51
1119,site_54.22_12.09,Balanus improvisus,1,1998,267
1120,site_54.22_12.09,Balanus improvisus,1,2005,3
1121,site_54.22_12.09,Bathyporeia pilosa,1,1999,61
1122,site_54.22_12.09,Bathyporeia pilosa,1,2001,7
1123,site_54.22_12.09,Bathyporeia pilosa,1,2002,7
1124,site_54.22_12.09,Bathyporeia pilosa,1,2005,20
1125,site_54.22_12.09,Bathyporeia pilosa,2,1996,10
1126,site_54.22_12.09,Bathyporeia pilosa,4,1993,3
1127,site_54.22_12.09,Bathyporeia pilosa,4,1995,2
1128,site_54.22_12.09,Bylgides sarsi,1,1998,3
1129,site_54.22_12.09,Bylgides sarsi,1,2001,17
1130,site_54.22_12.09,Bylgides sarsi,1,2002,7
1131,site_54.22_12.09,Bylgides sarsi,1,2004,3
1132,site_54.22_12.09,Bylgides sarsi,1,2005,3
1133,site_54.22_12.09,Bylgides sarsi,2,1996,17
1134,site_54.22_12.09,Bylgides sarsi,2,2003,37
1135,site_54.22_12.09,Bylgides sarsi,3,1994,5
1136,site_54.22_12.09,Bylgides sarsi,4,1995,2
1137,site_54.22_12.09,Callipallene brevirostris,2,2003,1
1138,site_54.22_12.09,Callopora lineata,1,2002,1
1139,site_54.22_12.09,Callopora lineata,1,2004,1
1140,site_54.22_12.09,Callopora lineata,1,2005,1
1141,site_54.22_12.09,Capitella capitata,1,1998,10
1142,site_54.22_12.09,Capitella capitata,1,2000,7
1143,site_54.22_12.09,Capitella capitata,1,2001,3
1144,site_54.22_12.09,Capitella capitata,1,2002,14
1145,site_54.22_12.09,Capitella capitata,1,2004,5
1146,site_54.22_12.09,Capitella capitata,2,1996,36
1147,site_54.22_12.09,Capitella capitata,2,2003,3
1148,site_54.22_12.09,Capitella capitata,3,1994,17
1149,site_54.22_12.09,Capitella capitata,4,1993,29
1150,site_54.22_12.09,Capitella capitata,4,1995,49
1151,site_54.22_12.09,Cerastoderma glaucum,1,1998,177
1152,site_54.22_12.09,Cerastoderma glaucum,1,1999,68
1153,site_54.22_12.09,Cerastoderma glaucum,1,2000,27
1154,site_54.22_12.09,Cerastoderma glaucum,1,2001,95
1155,site_54.22_12.09,Cerastoderma glaucum,1,2002,109
1156,site_54.22_12.09,Cerastoderma glaucum,1,2004,28
1157,site_54.22_12.09,Cerastoderma glaucum,1,2005,565
1158,site_54.22_12.09,Cerastoderma glaucum,2,1996,44
1159,site_54.22_12.09,Cerastoderma glaucum,2,2003,34
1160,site_54.22_12.09,Cerastoderma glaucum,3,1994,139
1161,site_54.22_12.09,Cerastoderma glaucum,4,1993,31
1162,site_54.22_12.09,Cerastoderma glaucum,4,1995,145
1163,site_54.22_12.09,Chironomidae,1,2002,1
1164,site_54.22_12.09,Corophium insidiosum,1,2002,1
1165,site_54.22_12.09,Coryne tubulosa,1,2005,1
1166,site_54.22_12.09,Crangon crangon,1,2000,1
1167,site_54.22_12.09,Crangon crangon,1,2002,1
1168,site_54.22_12.09,Crangon crangon,1,2005,1
1169,site_54.22_12.09,Crangon crangon,2,2003,1
1170,site_54.22_12.09,Crangon crangon,4,1995,2
1171,site_54.22_12.09,Cyathura carinata,1,2004,3
1172,site_54.22_12.09,Dendrodoa grossularia,2,2003,1
1173,site_54.22_12.09,Dexamine spinosa,1,2005,1
1174,site_54.22_12.09,Diastylis rathkei,1,2001,3
1175,site_54.22_12.09,Diastylis rathkei,2,1996,7
1176,site_54.22_12.09,Diastylis rathkei,2,2003,3
1177,site_54.22_12.09,Diastylis rathkei,3,1994,3
1178,site_54.22_12.09,Diastylis rathkei,4,1995,3
1179,site_54.22_12.09,Electra pilosa,1,2002,1
1180,site_54.22_12.09,Eteone longa,1,1998,41
1181,site_54.22_12.09,Eteone longa,1,1999,7
1182,site_54.22_12.09,Eteone longa,1,2000,41
1183,site_54.22_12.09,Eteone longa,1,2001,10
1184,site_54.22_12.09,Eteone longa,1,2002,17
1185,site_54.22_12.09,Eteone longa,1,2004,38
1186,site_54.22_12.09,Eteone longa,1,2005,75
1187,site_54.22_12.09,Eteone longa,2,1996,3
1188,site_54.22_12.09,Eteone longa,2,2003,48
1189,site_54.22_12.09,Eteone longa,3,1994,15
1190,site_54.22_12.09,Eteone longa,4,1993,44
1191,site_54.22_12.09,Eteone longa,4,1995,14
1192,site_54.22_12.09,Eucratea loricata,2,2003,1
1193,site_54.22_12.09,Eulalia bilineata,1,2001,3
1194,site_54.22_12.09,Fabriciola baltica,1,2002,1
1195,site_54.22_12.09,Farrella repens,1,2005,1
1196,site_54.22_12.09,Flustra foliacea,2,2003,1
1197,site_54.22_12.09,Gammarus oceanicus,1,2002,1
1198,site_54.22_12.09,Gammarus oceanicus,1,2005,1
1199,site_54.22_12.09,Gammarus salinus,1,1998,7
1200,site_54.22_12.09,Gammarus salinus,1,2002,1
1201,site_54.22_12.09,Gammarus salinus,2,2003,1
1202,site_54.22_12.09,Gammarus salinus,4,1993,2
1203,site_54.22_12.09,Gastrosaccus spinifer,1,2000,3
1204,site_54.22_12.09,Gastrosaccus spinifer,1,2001,3
1205,site_54.22_12.09,Gastrosaccus spinifer,1,2002,17
1206,site_54.22_12.09,Gastrosaccus spinifer,1,2005,27
1207,site_54.22_12.09,Gastrosaccus spinifer,2,1996,3
1208,site_54.22_12.09,Gastrosaccus spinifer,2,2003,3
1209,site_54.22_12.09,Gastrosaccus spinifer,3,1994,17
1210,site_54.22_12.09,Gastrosaccus spinifer,4,1993,12
1211,site_54.22_12.09,Gastrosaccus spinifer,4,1995,22
1212,site_54.22_12.09,Halacaridae,1,2002,1
1213,site_54.22_12.09,Harmothoe impar,1,2002,1
1214,site_54.22_12.09,Hartlaubella gelatinosa,1,2005,1
1215,site_54.22_12.09,Hediste diversicolor,1,1998,143
1216,site_54.22_12.09,Hediste diversicolor,1,1999,37
1217,site_54.22_12.09,Hediste diversicolor,1,2000,133
1218,site_54.22_12.09,Hediste diversicolor,1,2001,41
1219,site_54.22_12.09,Hediste diversicolor,1,2002,71
1220,site_54.22_12.09,Hediste diversicolor,1,2004,13
1221,site_54.22_12.09,Hediste diversicolor,1,2005,14
1222,site_54.22_12.09,Hediste diversicolor,2,1996,14
1223,site_54.22_12.09,Hediste diversicolor,2,2003,20
1224,site_54.22_12.09,Hediste diversicolor,3,1994,49
1225,site_54.22_12.09,Hediste diversicolor,4,1993,63
1226,site_54.22_12.09,Hediste diversicolor,4,1995,66
1227,site_54.22_12.09,Heteromastus filiformis,2,1996,3
1228,site_54.22_12.09,Heteromastus filiformis,3,1994,2
1229,site_54.22_12.09,Heteromastus filiformis,4,1995,7
1230,site_54.22_12.09,Hydrobia ulvae,1,1998,4605
1231,site_54.22_12.09,Hydrobia ulvae,1,1999,810
1232,site_54.22_12.09,Hydrobia ulvae,1,2000,871
1233,site_54.22_12.09,Hydrobia ulvae,1,2001,1003
1234,site_54.22_12.09,Hydrobia ulvae,1,2002,2609
1235,site_54.22_12.09,Hydrobia ulvae,1,2004,3003
1236,site_54.22_12.09,Hydrobia ulvae,1,2005,575
1237,site_54.22_12.09,Hydrobia ulvae,2,1996,2279
1238,site_54.22_12.09,Hydrobia ulvae,2,2003,9735
1239,site_54.22_12.09,Hydrobia ulvae,3,1994,3442
1240,site_54.22_12.09,Hydrobia ulvae,4,1993,5024
1241,site_54.22_12.09,Hydrobia ulvae,4,1995,1857
1242,site_54.22_12.09,Idotea balthica,1,2002,1
1243,site_54.22_12.09,Idotea chelipes,1,2005,3
1244,site_54.22_12.09,Lacuna parva,1,2002,1
1245,site_54.22_12.09,Lagis koreni,1,2005,3
1246,site_54.22_12.09,Lamellidoris muricata,2,2003,3
1247,site_54.22_12.09,Macoma balthica,1,1998,119
1248,site_54.22_12.09,Macoma balthica,1,1999,17
1249,site_54.22_12.09,Macoma balthica,1,2000,31
1250,site_54.22_12.09,Macoma balthica,1,2001,20
1251,site_54.22_12.09,Macoma balthica,1,2002,58
1252,site_54.22_12.09,Macoma balthica,1,2004,46
1253,site_54.22_12.09,Macoma balthica,1,2005,51
1254,site_54.22_12.09,Macoma balthica,2,1996,303
1255,site_54.22_12.09,Macoma balthica,2,2003,61
1256,site_54.22_12.09,Macoma balthica,3,1994,111
1257,site_54.22_12.09,Macoma balthica,4,1993,124
1258,site_54.22_12.09,Macoma balthica,4,1995,139
1259,site_54.22_12.09,Malacoceros,1,2000,3
1260,site_54.22_12.09,Marenzelleria neglecta,1,2000,3
1261,site_54.22_12.09,Marenzelleria neglecta,1,2004,18
1262,site_54.22_12.09,Marenzelleria neglecta,1,2005,361
1263,site_54.22_12.09,Marenzelleria neglecta,2,1996,7
1264,site_54.22_12.09,Marenzelleria neglecta,3,1994,3
1265,site_54.22_12.09,Marenzelleria neglecta,4,1993,2
1266,site_54.22_12.09,Marenzelleria neglecta,4,1995,5
1267,site_54.22_12.09,Melita palmata,1,2002,1
1268,site_54.22_12.09,Melita palmata,2,2003,1
1269,site_54.22_12.09,Microdeutopus gryllotalpa,1,2002,1
1270,site_54.22_12.09,Microdeutopus gryllotalpa,1,2005,1
1271,site_54.22_12.09,Microdeutopus gryllotalpa,2,2003,1
1272,site_54.22_12.09,Musculus discors,2,2003,1
1273,site_54.22_12.09,Mya arenaria,1,1998,337
1274,site_54.22_12.09,Mya arenaria,1,1999,776
1275,site_54.22_12.09,Mya arenaria,1,2000,153
1276,site_54.22_12.09,Mya arenaria,1,2001,786
1277,site_54.22_12.09,Mya arenaria,1,2002,779
1278,site_54.22_12.09,Mya arenaria,1,2004,110
1279,site_54.22_12.09,Mya arenaria,1,2005,395
1280,site_54.22_12.09,Mya arenaria,2,1996,167
1281,site_54.22_12.09,Mya arenaria,2,2003,245
1282,site_54.22_12.09,Mya arenaria,3,1994,675
1283,site_54.22_12.09,Mya arenaria,4,1993,379
1284,site_54.22_12.09,Mya arenaria,4,1995,474
1285,site_54.22_12.09,Mysella bidentata,4,1993,3
1286,site_54.22_12.09,Mytilus edulis,1,1998,1173
1287,site_54.22_12.09,Mytilus edulis,1,1999,17
1288,site_54.22_12.09,Mytilus edulis,1,2000,3
1289,site_54.22_12.09,Mytilus edulis,1,2001,3
1290,site_54.22_12.09,Mytilus edulis,1,2002,1197
1291,site_54.22_12.09,Mytilus edulis,1,2004,61
1292,site_54.22_12.09,Mytilus edulis,1,2005,31
1293,site_54.22_12.09,Mytilus edulis,2,2003,442
1294,site_54.22_12.09,Mytilus edulis,3,1994,325
1295,site_54.22_12.09,Mytilus edulis,4,1993,376
1296,site_54.22_12.09,Mytilus edulis,4,1995,19
1297,site_54.22_12.09,Nassarius reticulatus,1,2005,1
1298,site_54.22_12.09,Neanthes succinea,1,2001,3
1299,site_54.22_12.09,Neanthes succinea,1,2002,7
1300,site_54.22_12.09,Neanthes succinea,2,2003,3
1301,site_54.22_12.09,Neanthes succinea,4,1995,2
1302,site_54.22_12.09,Neanthes virens,1,2000,3
1303,site_54.22_12.09,Nemertina,1,2001,7
1304,site_54.22_12.09,Neomysis integer,1,2005,1
1305,site_54.22_12.09,Neomysis integer,2,2003,1
1306,site_54.22_12.09,Nephtys caeca,1,2002,3
1307,site_54.22_12.09,Nephtys caeca,1,2004,8
1308,site_54.22_12.09,Nephtys caeca,1,2005,24
1309,site_54.22_12.09,Nephtys caeca,2,2003,7
1310,site_54.22_12.09,Nephtys hombergii,1,2002,7
1311,site_54.22_12.09,Nephtys hombergii,1,2004,3
1312,site_54.22_12.09,Nephtys hombergii,2,2003,14
1313,site_54.22_12.09,Odostomia rissoides,1,2002,1
1314,site_54.22_12.09,Odostomia rissoides,1,2005,1
1315,site_54.22_12.09,Odostomia rissoides,2,2003,68
1316,site_54.22_12.09,Oligochaeta,1,1998,7
1317,site_54.22_12.09,Oligochaeta,1,2005,3
1318,site_54.22_12.09,Oligochaeta,2,1996,51
1319,site_54.22_12.09,Oligochaeta,2,2003,20
1320,site_54.22_12.09,Oligochaeta,3,1994,29
1321,site_54.22_12.09,Oligochaeta,4,1993,71
1322,site_54.22_12.09,Oligochaeta,4,1995,107
1323,site_54.22_12.09,Opercularella lacerata,1,2002,1
1324,site_54.22_12.09,Paraonis fulgens,1,2001,3
1325,site_54.22_12.09,Paraonis fulgens,1,2002,3
1326,site_54.22_12.09,Phyllodoce (Anaitides) maculata,3,1994,7
1327,site_54.22_12.09,Phyllodoce (Anaitides) mucosa,1,2000,3
1328,site_54.22_12.09,Phyllodoce (Anaitides) mucosa,1,2001,3
1329,site_54.22_12.09,Phyllodoce (Anaitides) mucosa,1,2005,3
1330,site_54.22_12.09,Phyllodoce (Anaitides) mucosa,2,2003,7
1331,site_54.22_12.09,Polydora,3,1994,17
1332,site_54.22_12.09,Polydora (Polydora) quadrilobata,2,2003,1
1333,site_54.22_12.09,Polydora ciliata,1,1998,15
1334,site_54.22_12.09,Polydora ciliata,1,2002,1
1335,site_54.22_12.09,Polydora ciliata,2,2003,10
1336,site_54.22_12.09,Praunus flexuosus,1,2005,1
1337,site_54.22_12.09,Praunus inermis,1,2005,1
1338,site_54.22_12.09,Prostoma obscura,1,2000,3
1339,site_54.22_12.09,Prostoma obscura,1,2004,3
1340,site_54.22_12.09,Pusillina inconspicua,1,2004,3
1341,site_54.22_12.09,Pygospio elegans,1,1998,1265
1342,site_54.22_12.09,Pygospio elegans,1,1999,3
1343,site_54.22_12.09,Pygospio elegans,1,2000,41
1344,site_54.22_12.09,Pygospio elegans,1,2001,37
1345,site_54.22_12.09,Pygospio elegans,1,2002,167
1346,site_54.22_12.09,Pygospio elegans,1,2004,8
1347,site_54.22_12.09,Pygospio elegans,2,1996,316
1348,site_54.22_12.09,Pygospio elegans,2,2003,1878
1349,site_54.22_12.09,Pygospio elegans,3,1994,395
1350,site_54.22_12.09,Pygospio elegans,4,1993,2070
1351,site_54.22_12.09,Pygospio elegans,4,1995,82
1352,site_54.22_12.09,Scoloplos armiger,1,1998,452
1353,site_54.22_12.09,Scoloplos armiger,1,1999,221
1354,site_54.22_12.09,Scoloplos armiger,1,2000,412
1355,site_54.22_12.09,Scoloplos armiger,1,2001,112
1356,site_54.22_12.09,Scoloplos armiger,1,2002,990
1357,site_54.22_12.09,Scoloplos armiger,1,2004,763
1358,site_54.22_12.09,Scoloplos armiger,1,2005,316
1359,site_54.22_12.09,Scoloplos armiger,2,1996,480
1360,site_54.22_12.09,Scoloplos armiger,2,2003,939
1361,site_54.22_12.09,Scoloplos armiger,3,1994,269
1362,site_54.22_12.09,Scoloplos armiger,4,1993,131
1363,site_54.22_12.09,Scoloplos armiger,4,1995,689
1364,site_54.22_12.09,Sertularia cupressina,2,2003,1
1365,site_54.22_12.09,Spio goniocephala,1,1998,14
1366,site_54.22_12.09,Spio goniocephala,1,1999,139
1367,site_54.22_12.09,Spio goniocephala,1,2000,34
1368,site_54.22_12.09,Spio goniocephala,1,2001,85
1369,site_54.22_12.09,Spio goniocephala,1,2002,146
1370,site_54.22_12.09,Spio goniocephala,1,2004,23
1371,site_54.22_12.09,Spio goniocephala,2,2003,51
1372,site_54.22_12.09,Spio martinensis,1,2000,3
1373,site_54.22_12.09,Streblospio dekhuyzeni,1,2000,10
1374,site_54.22_12.09,Streblospio dekhuyzeni,1,2002,71
1375,site_54.22_12.09,Streblospio dekhuyzeni,1,2004,38
1376,site_54.22_12.09,Streblospio dekhuyzeni,2,2003,20
1377,site_54.22_12.09,Streblospio dekhuyzeni,4,1993,2
1378,site_54.22_12.09,Streblospio dekhuyzeni,4,1995,2
1379,site_54.22_12.09,Travisia forbesii,1,1999,99
1380,site_54.22_12.09,Travisia forbesii,1,2001,153
1381,site_54.22_12.09,Travisia forbesii,1,2002,34
1382,site_54.22_12.09,Travisia forbesii,1,2005,58
1383,site_54.22_12.09,Travisia forbesii,2,1996,3
1384,site_54.22_12.09,Travisia forbesii,3,1994,7
1385,site_54.22_12.09,Travisia forbesii,4,1993,2
1386,site_54.22_12.09,Tubifex costatus,1,2000,51
1387,site_54.22_12.09,Tubifex costatus,1,2002,7
1388,site_54.22_12.09,Tubifex costatus,1,2004,8
1389,site_54.22_12.09,Tubificoides benedeni,2,2003,14
1390,site_54.32_11.55,Abra alba,2,1984,22
1391,site_54.32_11.55,Abra alba,2,1998,157
1392,site_54.32_11.55,Abra alba,2,1999,107
1393,site_54.32_11.55,Abra alba,3,2000,446
1394,site_54.32_11.55,Abra alba,4,1988,67
1395,site_54.32_11.55,Abra alba,4,1991,158
1396,site_54.32_11.55,Abra alba,4,1994,384
1397,site_54.32_11.55,Abra alba,4,1997,279
1398,site_54.32_11.55,Abra alba,4,1998,550
1399,site_54.32_11.55,Abra alba,4,2000,2192
1400,site_54.32_11.55,Abra alba,4,2001,1016
1401,site_54.32_11.55,Abra alba,4,2003,135
1402,site_54.32_11.55,Abra alba,4,2004,170
1403,site_54.32_11.55,Actinia equina,4,2002,3
1404,site_54.32_11.55,Ampharete acutifrons,2,1998,3
1405,site_54.32_11.55,Ampharete acutifrons,4,1994,22
1406,site_54.32_11.55,Ampharete acutifrons,4,1997,13
1407,site_54.32_11.55,Ampharete acutifrons,4,2000,3
1408,site_54.32_11.55,Ampharete baltica,4,1988,12
1409,site_54.32_11.55,Ampharete baltica,4,1993,6
1410,site_54.32_11.55,Ampharete baltica,4,1997,2
1411,site_54.32_11.55,Ampharete baltica,4,2001,13
1412,site_54.32_11.55,Ampharete baltica,4,2004,3
1413,site_54.32_11.55,Arctica islandica,2,1983,6
1414,site_54.32_11.55,Arctica islandica,2,1984,27
1415,site_54.32_11.55,Arctica islandica,2,1998,57
1416,site_54.32_11.55,Arctica islandica,2,1999,119
1417,site_54.32_11.55,Arctica islandica,3,2000,18
1418,site_54.32_11.55,Arctica islandica,4,1986,41
1419,site_54.32_11.55,Arctica islandica,4,1988,50
1420,site_54.32_11.55,Arctica islandica,4,1989,97
1421,site_54.32_11.55,Arctica islandica,4,1990,29
1422,site_54.32_11.55,Arctica islandica,4,1991,18
1423,site_54.32_11.55,Arctica islandica,4,1992,43
1424,site_54.32_11.55,Arctica islandica,4,1993,57
1425,site_54.32_11.55,Arctica islandica,4,1994,85
1426,site_54.32_11.55,Arctica islandica,4,1995,60
1427,site_54.32_11.55,Arctica islandica,4,1997,74
1428,site_54.32_11.55,Arctica islandica,4,1998,25
1429,site_54.32_11.55,Arctica islandica,4,2000,160
1430,site_54.32_11.55,Arctica islandica,4,2001,119
1431,site_54.32_11.55,Arctica islandica,4,2002,63
1432,site_54.32_11.55,Arctica islandica,4,2003,28
1433,site_54.32_11.55,Arctica islandica,4,2004,44
1434,site_54.32_11.55,Asterias rubens,2,1999,1
1435,site_54.32_11.55,Asterias rubens,4,2001,1
1436,site_54.32_11.55,Balanus crenatus,4,2003,1
