,site,MMDDYYY,scientificnameaccepted,Count (Dmnless)
1807,site_54.55_11.33,10-29-1998,Acanthodoris pilosa,3
1808,site_54.55_11.33,10-26-2001,Alcyonidium polyoum,1
1809,site_54.55_11.33,10-26-1994,Ampharete acutifrons,37
1810,site_54.55_11.33,10-24-1997,Ampharete acutifrons,3
1811,site_54.55_11.33,10-25-2000,Ampharete acutifrons,1
1812,site_54.55_11.33,10-24-1997,Ampharete baltica,34
1813,site_54.55_11.33,10-29-1998,Ampharete baltica,68
1814,site_54.55_11.33,8-22-2000,Ampharete baltica,464
1815,site_54.55_11.33,10-25-2000,Ampharete baltica,381
1816,site_54.55_11.33,10-26-2001,Ampharete baltica,245
1817,site_54.55_11.33,10-14-2003,Ampharete baltica,34
1818,site_54.55_11.33,10-29-2004,Ampharete baltica,10
1819,site_54.55_11.33,10-24-1997,Ampithoe rubricata,10
1820,site_54.55_11.33,10-29-1998,Ampithoe rubricata,7
1821,site_54.55_11.33,5-9-1982,Arctica islandica,20
1822,site_54.55_11.33,10-28-1992,Arctica islandica,75
1823,site_54.55_11.33,10-26-1993,Arctica islandica,88
1824,site_54.55_11.33,10-26-1994,Arctica islandica,255
1825,site_54.55_11.33,10-26-1995,Arctica islandica,218
1826,site_54.55_11.33,10-24-1997,Arctica islandica,177
1827,site_54.55_11.33,10-29-1998,Arctica islandica,153
1828,site_54.55_11.33,8-22-2000,Arctica islandica,78
1829,site_54.55_11.33,10-25-2000,Arctica islandica,153
1830,site_54.55_11.33,10-26-2001,Arctica islandica,201
1831,site_54.55_11.33,10-17-2002,Arctica islandica,163
1832,site_54.55_11.33,10-14-2003,Arctica islandica,75
1833,site_54.55_11.33,10-29-2004,Arctica islandica,180
1834,site_54.55_11.33,10-25-2000,Aricidea suecica,3
1835,site_54.55_11.33,10-26-2001,Aricidea suecica,7
1836,site_54.55_11.33,10-26-1994,Astarte borealis,7
1837,site_54.55_11.33,10-24-1997,Astarte borealis,14
1838,site_54.55_11.33,10-29-1998,Astarte borealis,3
1839,site_54.55_11.33,10-25-2000,Astarte borealis,10
1840,site_54.55_11.33,10-26-2001,Astarte borealis,7
1841,site_54.55_11.33,10-14-2003,Astarte borealis,1
1842,site_54.55_11.33,5-9-1982,Astarte elliptica,6
1843,site_54.55_11.33,10-24-1997,Astarte elliptica,14
1844,site_54.55_11.33,10-29-1998,Astarte elliptica,20
1845,site_54.55_11.33,10-25-2000,Astarte elliptica,24
1846,site_54.55_11.33,10-26-2001,Astarte elliptica,10
1847,site_54.55_11.33,10-26-1994,Asterias rubens,7
1848,site_54.55_11.33,10-25-2000,Asterias rubens,1
1849,site_54.55_11.33,10-26-2001,Asterias rubens,1
1850,site_54.55_11.33,10-14-2003,Asterias rubens,1
1851,site_54.55_11.33,10-29-2004,Asterias rubens,1
1852,site_54.55_11.33,10-26-2001,Balanus crenatus,10
1853,site_54.55_11.33,10-14-2003,Balanus crenatus,1
1854,site_54.55_11.33,10-29-2004,Balanus crenatus,3
1855,site_54.55_11.33,10-26-2001,Bougainvillia ramosa,1
1856,site_54.55_11.33,10-14-2003,Bougainvillia ramosa,1
1857,site_54.55_11.33,10-26-2001,Bowerbankia gracilis,1
1858,site_54.55_11.33,10-26-1994,Brada villosa,3
1859,site_54.55_11.33,5-9-1982,Bylgides sarsi,106
1860,site_54.55_11.33,10-28-1992,Bylgides sarsi,3
1861,site_54.55_11.33,10-26-1993,Bylgides sarsi,3
1862,site_54.55_11.33,10-26-1994,Bylgides sarsi,88
1863,site_54.55_11.33,10-29-1998,Bylgides sarsi,54
1864,site_54.55_11.33,8-22-2000,Bylgides sarsi,18
1865,site_54.55_11.33,10-25-2000,Bylgides sarsi,24
1866,site_54.55_11.33,10-26-2001,Bylgides sarsi,7
1867,site_54.55_11.33,10-14-2003,Bylgides sarsi,122
1868,site_54.55_11.33,10-29-2004,Bylgides sarsi,10
1869,site_54.55_11.33,10-29-1998,Callopora lineata,1
1870,site_54.55_11.33,5-9-1982,Capitella capitata,132
1871,site_54.55_11.33,10-26-1995,Capitella capitata,65
1872,site_54.55_11.33,10-25-2000,Capitella capitata,1
1873,site_54.55_11.33,10-29-2004,Capitella capitata,7
1874,site_54.55_11.33,10-26-1994,Carcinus maenas,3
1875,site_54.55_11.33,10-26-1994,Cerastoderma glaucum,3
1876,site_54.55_11.33,10-25-2000,Ciona intestinalis,1
1877,site_54.55_11.33,10-14-2003,Ciona intestinalis,1
1878,site_54.55_11.33,10-29-2004,Ciona intestinalis,1
1879,site_54.55_11.33,10-29-1998,Cirrophorus eliasoni,3
1880,site_54.55_11.33,10-26-2001,Cirrophorus eliasoni,3
1881,site_54.55_11.33,10-29-1998,Clytia hemisphaerica,1
1882,site_54.55_11.33,10-26-2001,Clytia hemisphaerica,1
1883,site_54.55_11.33,10-28-1992,Corbula gibba,116
1884,site_54.55_11.33,10-26-1993,Corbula gibba,3
1885,site_54.55_11.33,10-26-1994,Corbula gibba,17
1886,site_54.55_11.33,10-24-1997,Corbula gibba,51
1887,site_54.55_11.33,10-29-1998,Corbula gibba,24
1888,site_54.55_11.33,10-25-2000,Corbula gibba,7
1889,site_54.55_11.33,10-26-2001,Corbula gibba,1
1890,site_54.55_11.33,10-17-2002,Corbula gibba,3
1891,site_54.55_11.33,10-29-2004,Corbula gibba,24
1892,site_54.55_11.33,10-25-2000,Crangon crangon,1
1893,site_54.55_11.33,10-26-2001,Crangon crangon,1
1894,site_54.55_11.33,10-14-2003,Crangon crangon,1
1895,site_54.55_11.33,10-29-2004,Crangon crangon,1
1896,site_54.55_11.33,10-25-2000,Cribrilina punctata,1
1897,site_54.55_11.33,5-9-1982,Dendrodoa grossularia,12
1898,site_54.55_11.33,10-26-1995,Dendrodoa grossularia,51
1899,site_54.55_11.33,10-29-1998,Dendrodoa grossularia,65
1900,site_54.55_11.33,10-25-2000,Dendrodoa grossularia,1
1901,site_54.55_11.33,10-26-2001,Dendrodoa grossularia,1
1902,site_54.55_11.33,10-17-2002,Dendrodoa grossularia,7
1903,site_54.55_11.33,10-14-2003,Dendrodoa grossularia,1
1904,site_54.55_11.33,10-29-2004,Dendrodoa grossularia,7
1905,site_54.55_11.33,10-28-1992,Diastylis rathkei,7
1906,site_54.55_11.33,10-26-1993,Diastylis rathkei,10
1907,site_54.55_11.33,10-26-1994,Diastylis rathkei,1582
1908,site_54.55_11.33,10-26-1995,Diastylis rathkei,54
1909,site_54.55_11.33,10-24-1997,Diastylis rathkei,2537
1910,site_54.55_11.33,10-29-1998,Diastylis rathkei,1095
1911,site_54.55_11.33,8-22-2000,Diastylis rathkei,1126
1912,site_54.55_11.33,10-25-2000,Diastylis rathkei,595
1913,site_54.55_11.33,10-26-2001,Diastylis rathkei,116
1914,site_54.55_11.33,10-17-2002,Diastylis rathkei,54
1915,site_54.55_11.33,10-14-2003,Diastylis rathkei,156
1916,site_54.55_11.33,10-29-2004,Diastylis rathkei,85
1917,site_54.55_11.33,10-26-1994,Dyopedos monacantha,10
1918,site_54.55_11.33,8-22-2000,Dyopedos monacantha,18
1919,site_54.55_11.33,8-22-2000,Electra crustulenta,1
1920,site_54.55_11.33,10-25-2000,Electra crustulenta,1
1921,site_54.55_11.33,10-26-2001,Electra crustulenta,1
1922,site_54.55_11.33,10-14-2003,Electra crustulenta,1
1923,site_54.55_11.33,10-29-2004,Electra crustulenta,1
1924,site_54.55_11.33,10-25-2000,Electra pilosa,1
1925,site_54.55_11.33,10-26-2001,Electra pilosa,1
1926,site_54.55_11.33,10-14-2003,Electra pilosa,1
1927,site_54.55_11.33,10-24-1997,Eteone longa,7
1928,site_54.55_11.33,10-25-2000,Eteone longa,1
1929,site_54.55_11.33,10-26-2001,Eteone longa,3
1930,site_54.55_11.33,10-14-2003,Eteone longa,3
1931,site_54.55_11.33,10-29-2004,Eteone longa,14
1932,site_54.55_11.33,10-26-1994,Euchone papillosa,20
1933,site_54.55_11.33,10-24-1997,Euchone papillosa,3
1934,site_54.55_11.33,10-29-1998,Euchone papillosa,14
1935,site_54.55_11.33,8-22-2000,Euchone papillosa,18
1936,site_54.55_11.33,10-25-2000,Euchone papillosa,10
1937,site_54.55_11.33,10-26-2001,Euchone papillosa,68
1938,site_54.55_11.33,10-14-2003,Euchone papillosa,3
1939,site_54.55_11.33,10-29-2004,Euchone papillosa,3
1940,site_54.55_11.33,10-29-1998,Eucratea loricata,1
1941,site_54.55_11.33,10-25-2000,Eucratea loricata,1
1942,site_54.55_11.33,10-26-2001,Eucratea loricata,1
1943,site_54.55_11.33,10-17-2002,Eucratea loricata,1
1944,site_54.55_11.33,10-14-2003,Eucratea loricata,1
1945,site_54.55_11.33,10-25-2000,Eudendrium,1
1946,site_54.55_11.33,10-14-2003,Eudendrium,1
1947,site_54.55_11.33,8-22-2000,Eudorella truncatula,12
1948,site_54.55_11.33,10-25-2000,Eulalia bilineata,3
1949,site_54.55_11.33,10-14-2003,Eulalia bilineata,1
1950,site_54.55_11.33,10-14-2003,Eumida sanguinea,3
1951,site_54.55_11.33,10-14-2003,Facelina bostoniensis,3
1952,site_54.55_11.33,10-29-2004,Facelina bostoniensis,3
1953,site_54.55_11.33,10-26-1994,Gammarellus homari,3
1954,site_54.55_11.33,10-26-1993,Gammarus salinus,3
1955,site_54.55_11.33,10-28-1992,Gastrosaccus spinifer,20
1956,site_54.55_11.33,10-26-1993,Gastrosaccus spinifer,20
1957,site_54.55_11.33,10-26-1995,Gastrosaccus spinifer,3
1958,site_54.55_11.33,10-24-1997,Gastrosaccus spinifer,27
1959,site_54.55_11.33,10-29-1998,Gastrosaccus spinifer,102
1960,site_54.55_11.33,10-25-2000,Gastrosaccus spinifer,3
1961,site_54.55_11.33,10-26-2001,Glycera alba,10
1962,site_54.55_11.33,10-26-2001,Halichondria panicea,1
1963,site_54.55_11.33,10-14-2003,Halichondria panicea,1
1964,site_54.55_11.33,10-14-2003,Haliclona (Haliclona) oculata,1
1965,site_54.55_11.33,10-25-2000,Haliclona limbata,1
1966,site_54.55_11.33,10-26-2001,Haliclona limbata,1
1967,site_54.55_11.33,10-14-2003,Haliclona limbata,1
1968,site_54.55_11.33,5-9-1982,Halicryptus spinulosus,21
1969,site_54.55_11.33,10-26-1993,Halicryptus spinulosus,51
1970,site_54.55_11.33,10-26-1994,Halicryptus spinulosus,54
1971,site_54.55_11.33,10-26-1995,Halicryptus spinulosus,14
1972,site_54.55_11.33,10-24-1997,Halicryptus spinulosus,3
1973,site_54.55_11.33,10-29-1998,Halicryptus spinulosus,3
1974,site_54.55_11.33,10-26-2001,Halicryptus spinulosus,1
1975,site_54.55_11.33,10-14-2003,Halicryptus spinulosus,3
1976,site_54.55_11.33,8-22-2000,Halisarca dujardinii,1
1977,site_54.55_11.33,10-25-2000,Halisarca dujardinii,1
1978,site_54.55_11.33,10-26-2001,Halisarca dujardinii,1
1979,site_54.55_11.33,10-14-2003,Halisarca dujardinii,1
1980,site_54.55_11.33,10-29-2004,Halisarca dujardinii,1
1981,site_54.55_11.33,10-26-1994,Harmothoe imbricata,7
1982,site_54.55_11.33,10-29-1998,Harmothoe imbricata,3
1983,site_54.55_11.33,10-29-2004,Harmothoe imbricata,3
1984,site_54.55_11.33,10-26-1994,Harmothoe impar,3
1985,site_54.55_11.33,10-29-1998,Harmothoe impar,3
1986,site_54.55_11.33,10-26-2001,Harmothoe impar,1
1987,site_54.55_11.33,10-14-2003,Harmothoe impar,1
1988,site_54.55_11.33,10-29-2004,Harmothoe impar,3
1989,site_54.55_11.33,8-22-2000,Hartlaubella gelatinosa,1
1990,site_54.55_11.33,10-25-2000,Hartlaubella gelatinosa,1
1991,site_54.55_11.33,10-26-2001,Hartlaubella gelatinosa,1
1992,site_54.55_11.33,10-14-2003,Hartlaubella gelatinosa,1
1993,site_54.55_11.33,10-29-2004,Hartlaubella gelatinosa,1
1994,site_54.55_11.33,10-28-1992,Hediste diversicolor,3
1995,site_54.55_11.33,10-26-1994,Heteromastus filiformis,3
1996,site_54.55_11.33,10-26-1995,Heteromastus filiformis,31
1997,site_54.55_11.33,10-24-1997,Heteromastus filiformis,269
1998,site_54.55_11.33,10-29-1998,Heteromastus filiformis,71
1999,site_54.55_11.33,8-22-2000,Heteromastus filiformis,48
2000,site_54.55_11.33,10-25-2000,Heteromastus filiformis,37
2001,site_54.55_11.33,10-26-2001,Heteromastus filiformis,48
2002,site_54.55_11.33,10-14-2003,Heteromastus filiformis,14
2003,site_54.55_11.33,10-29-2004,Heteromastus filiformis,31
2004,site_54.55_11.33,10-14-2003,Hiatella arctica,1
2005,site_54.55_11.33,10-26-1993,Hydrobia ulvae,3
2006,site_54.55_11.33,10-24-1997,Hydrobia ulvae,3
2007,site_54.55_11.33,10-29-1998,Hydrobia ulvae,3
2008,site_54.55_11.33,10-26-2001,Hydrobia ulvae,1
2009,site_54.55_11.33,10-14-2003,Hyperia galba,1
2010,site_54.55_11.33,10-29-2004,Hyperia galba,1
2011,site_54.55_11.33,5-9-1982,Lagis koreni,3
2012,site_54.55_11.33,10-26-1994,Lagis koreni,207
2013,site_54.55_11.33,10-26-1995,Lagis koreni,3
2014,site_54.55_11.33,10-24-1997,Lagis koreni,17
2015,site_54.55_11.33,10-29-1998,Lagis koreni,20
2016,site_54.55_11.33,8-22-2000,Lagis koreni,66
2017,site_54.55_11.33,10-25-2000,Lagis koreni,357
2018,site_54.55_11.33,10-26-2001,Lagis koreni,65
2019,site_54.55_11.33,10-14-2003,Lagis koreni,201
2020,site_54.55_11.33,10-29-2004,Lagis koreni,78
2021,site_54.55_11.33,10-14-2003,Lamellidoris muricata,1
2022,site_54.55_11.33,10-14-2003,Lepidonotus squamatus,1
2023,site_54.55_11.33,10-29-2004,Lepidonotus squamatus,1
2024,site_54.55_11.33,10-26-2001,Leucosolenia,1
2025,site_54.55_11.33,10-14-2003,Leucosolenia,1
2026,site_54.55_11.33,10-29-2004,Leucosolenia,1
2027,site_54.55_11.33,8-22-2000,Levinsenia gracilis,6
2028,site_54.55_11.33,10-26-2001,Levinsenia gracilis,3
2029,site_54.55_11.33,10-29-2004,Lineus ruber,3
2030,site_54.55_11.33,10-26-2001,Loxosomella,1
2031,site_54.55_11.33,5-9-1982,Macoma balthica,15
2032,site_54.55_11.33,10-29-1998,Macoma balthica,27
2033,site_54.55_11.33,8-22-2000,Macoma balthica,6
2034,site_54.55_11.33,10-25-2000,Macoma balthica,3
2035,site_54.55_11.33,10-29-2004,Macoma balthica,3
2036,site_54.55_11.33,10-26-1994,Maldanidae,3
2037,site_54.55_11.33,10-26-2001,Mediomastus fragilis,1
2038,site_54.55_11.33,10-26-2001,Melicertum octocostatum,1
2039,site_54.55_11.33,10-25-2000,Metridium senile,7
2040,site_54.55_11.33,10-26-2001,Metridium senile,7
2041,site_54.55_11.33,10-29-2004,Metridium senile,1
2042,site_54.55_11.33,10-26-2001,Microdeutopus gryllotalpa,1
2043,site_54.55_11.33,10-14-2003,Microphthalmus aberrans,1
2044,site_54.55_11.33,10-29-2004,Mucronella immersa,1
2045,site_54.55_11.33,10-14-2003,Musculus marmoratus,1
2046,site_54.55_11.33,5-9-1982,Mya arenaria,6
2047,site_54.55_11.33,10-26-1994,Mya arenaria,17
2048,site_54.55_11.33,10-26-1995,Mya arenaria,7
2049,site_54.55_11.33,10-24-1997,Mya arenaria,10
2050,site_54.55_11.33,10-29-1998,Mya arenaria,7
2051,site_54.55_11.33,10-14-2003,Mya arenaria,1
2052,site_54.55_11.33,10-29-2004,Mya arenaria,1
2053,site_54.55_11.33,10-29-1998,Mya truncata,7
2054,site_54.55_11.33,8-22-2000,Mya truncata,6
2055,site_54.55_11.33,10-26-1993,Mysella bidentata,3
2056,site_54.55_11.33,10-26-1994,Mysella bidentata,3
2057,site_54.55_11.33,10-26-1995,Mysella bidentata,3
2058,site_54.55_11.33,10-24-1997,Mysella bidentata,17
2059,site_54.55_11.33,10-29-1998,Mysella bidentata,7
2060,site_54.55_11.33,10-29-2004,Mysella bidentata,167
2061,site_54.55_11.33,5-9-1982,Mytilus edulis,38
2062,site_54.55_11.33,10-26-1993,Mytilus edulis,17
2063,site_54.55_11.33,10-26-1994,Mytilus edulis,68
2064,site_54.55_11.33,10-26-1995,Mytilus edulis,34
2065,site_54.55_11.33,10-24-1997,Mytilus edulis,7
2066,site_54.55_11.33,10-25-2000,Mytilus edulis,7
2067,site_54.55_11.33,10-26-2001,Mytilus edulis,7
2068,site_54.55_11.33,10-14-2003,Mytilus edulis,1
2069,site_54.55_11.33,10-29-2004,Mytilus edulis,3
2070,site_54.55_11.33,10-29-1998,Nais elinguis,3
2071,site_54.55_11.33,10-26-1994,Nemertina,3
2072,site_54.55_11.33,10-14-2003,Nemertina,1
2073,site_54.55_11.33,10-29-2004,Nemertina,7
2074,site_54.55_11.33,10-29-2004,Neomysis integer,1
2075,site_54.55_11.33,10-24-1997,Nephtys caeca,3
2076,site_54.55_11.33,8-22-2000,Nephtys caeca,6
2077,site_54.55_11.33,10-26-2001,Nephtys caeca,7
2078,site_54.55_11.33,10-14-2003,Nephtys caeca,10
2079,site_54.55_11.33,10-29-2004,Nephtys caeca,7
2080,site_54.55_11.33,10-24-1997,Nephtys ciliata,10
2081,site_54.55_11.33,10-29-1998,Nephtys ciliata,17
2082,site_54.55_11.33,8-22-2000,Nephtys ciliata,42
2083,site_54.55_11.33,10-25-2000,Nephtys ciliata,54
2084,site_54.55_11.33,10-26-2001,Nephtys ciliata,34
2085,site_54.55_11.33,10-29-2004,Nephtys ciliata,24
2086,site_54.55_11.33,10-26-1994,Nephtys hombergii,10
2087,site_54.55_11.33,10-26-1995,Nephtys hombergii,3
2088,site_54.55_11.33,10-24-1997,Nephtys hombergii,14
2089,site_54.55_11.33,10-26-2001,Nephtys hombergii,7
2090,site_54.55_11.33,10-17-2002,Nephtys hombergii,1
2091,site_54.55_11.33,10-14-2003,Nephtys hombergii,3
2092,site_54.55_11.33,10-29-2004,Nephtys hombergii,44
2093,site_54.55_11.33,10-29-1998,Nephtys kersivalensis,3
2094,site_54.55_11.33,10-24-1997,Nephtys longosetosa,3
2095,site_54.55_11.33,10-29-2004,Nephtys pente,3
2096,site_54.55_11.33,10-26-1994,Nereimyra punctata,3
2097,site_54.55_11.33,10-29-1998,Nereimyra punctata,54
2098,site_54.55_11.33,10-25-2000,Nereimyra punctata,7
2099,site_54.55_11.33,10-26-2001,Nereimyra punctata,3
2100,site_54.55_11.33,10-14-2003,Nereimyra punctata,17
2101,site_54.55_11.33,10-29-2004,Nereimyra punctata,1
2102,site_54.55_11.33,10-14-2003,Nereis pelagica,1
2103,site_54.55_11.33,10-29-2004,Nicolea zostericola,1
2104,site_54.55_11.33,10-25-2000,Nymphon brevirostre,1
2105,site_54.55_11.33,10-26-2001,Nymphon brevirostre,1
2106,site_54.55_11.33,10-14-2003,Nymphon brevirostre,1
2107,site_54.55_11.33,5-9-1982,Oligochaeta,6
2108,site_54.55_11.33,10-28-1992,Oligochaeta,3
2109,site_54.55_11.33,10-25-2000,Opercularella lacerata,1
2110,site_54.55_11.33,10-26-2001,Opercularella lacerata,1
2111,site_54.55_11.33,10-29-1998,Opercularella pumila,1
2112,site_54.55_11.33,10-26-2001,Opercularella pumila,1
2113,site_54.55_11.33,10-26-1994,Ophiura albida,7
2114,site_54.55_11.33,10-24-1997,Ophiura albida,10
2115,site_54.55_11.33,10-29-1998,Ophiura albida,27
2116,site_54.55_11.33,8-22-2000,Ophiura albida,18
2117,site_54.55_11.33,10-25-2000,Ophiura albida,48
2118,site_54.55_11.33,10-26-2001,Ophiura albida,54
2119,site_54.55_11.33,10-14-2003,Ophiura albida,3
2120,site_54.55_11.33,10-29-2004,Ophiura albida,357
2121,site_54.55_11.33,10-26-1995,Paraonis fulgens,3
2122,site_54.55_11.33,10-24-1997,Paraonis fulgens,3
2123,site_54.55_11.33,8-22-2000,Paraonis fulgens,6
2124,site_54.55_11.33,10-24-1997,Parvicardium ovale,24
2125,site_54.55_11.33,10-29-1998,Parvicardium ovale,3
2126,site_54.55_11.33,10-26-2001,Parvicardium ovale,1
2127,site_54.55_11.33,10-17-2002,Parvicardium ovale,1
2128,site_54.55_11.33,10-14-2003,Parvicardium ovale,1
2129,site_54.55_11.33,10-29-2004,Parvicardium ovale,7
2130,site_54.55_11.33,10-25-2000,Perigonimus,1
2131,site_54.55_11.33,10-26-1994,Phaxas pellucidus,3
2132,site_54.55_11.33,10-24-1997,Phaxas pellucidus,3
2133,site_54.55_11.33,10-14-2003,Phaxas pellucidus,1
2134,site_54.55_11.33,10-29-2004,Phaxas pellucidus,10
2135,site_54.55_11.33,10-26-1994,Pherusa plumosa,3
2136,site_54.55_11.33,10-24-1997,Pherusa plumosa,20
2137,site_54.55_11.33,10-29-1998,Pherusa plumosa,10
2138,site_54.55_11.33,8-22-2000,Pherusa plumosa,6
2139,site_54.55_11.33,10-25-2000,Pherusa plumosa,3
2140,site_54.55_11.33,10-26-2001,Pherusa plumosa,10
2141,site_54.55_11.33,10-14-2003,Pherusa plumosa,1
2142,site_54.55_11.33,10-29-2004,Pherusa plumosa,3
2143,site_54.55_11.33,5-9-1982,Pholoe,6
2144,site_54.55_11.33,10-26-1994,Pholoe,3
2145,site_54.55_11.33,10-24-1997,Pholoe assimilis,34
2146,site_54.55_11.33,10-29-1998,Pholoe assimilis,48
2147,site_54.55_11.33,8-22-2000,Pholoe assimilis,48
2148,site_54.55_11.33,10-25-2000,Pholoe assimilis,17
2149,site_54.55_11.33,10-26-2001,Pholoe assimilis,7
2150,site_54.55_11.33,10-14-2003,Pholoe assimilis,3
2151,site_54.55_11.33,10-29-2004,Pholoe assimilis,105
2152,site_54.55_11.33,10-24-1997,Pholoe baltica,20
2153,site_54.55_11.33,10-29-1998,Pholoe baltica,7
2154,site_54.55_11.33,10-25-2000,Pholoe baltica,7
2155,site_54.55_11.33,10-26-2001,Pholoe baltica,1
2156,site_54.55_11.33,10-29-2004,Pholoe baltica,31
2157,site_54.55_11.33,8-22-2000,Pholoe inornata,18
2158,site_54.55_11.33,10-25-2000,Pholoe inornata,14
2159,site_54.55_11.33,10-26-2001,Pholoe inornata,10
2160,site_54.55_11.33,10-14-2003,Pholoe inornata,3
2161,site_54.55_11.33,10-29-2004,Pholoe inornata,10
2162,site_54.55_11.33,10-29-2004,Phtisica marina,3
2163,site_54.55_11.33,10-26-1994,Phyllodoce (Anaitides) maculata,44
2164,site_54.55_11.33,10-29-1998,Phyllodoce (Anaitides) maculata,99
2165,site_54.55_11.33,10-25-2000,Phyllodoce (Anaitides) maculata,1
2166,site_54.55_11.33,10-26-2001,Phyllodoce (Anaitides) maculata,3
2167,site_54.55_11.33,10-14-2003,Phyllodoce (Anaitides) maculata,1
2168,site_54.55_11.33,10-26-1994,Phyllodoce (Anaitides) mucosa,48
2169,site_54.55_11.33,10-24-1997,Phyllodoce (Anaitides) mucosa,7
2170,site_54.55_11.33,10-29-1998,Phyllodoce (Anaitides) mucosa,7
2171,site_54.55_11.33,10-25-2000,Phyllodoce (Anaitides) mucosa,3
2172,site_54.55_11.33,10-26-2001,Phyllodoce (Anaitides) mucosa,27
2173,site_54.55_11.33,10-14-2003,Phyllodoce (Anaitides) mucosa,17
2174,site_54.55_11.33,10-29-2004,Phyllodoce (Anaitides) mucosa,7
2175,site_54.55_11.33,10-28-1992,Polydora,180
2176,site_54.55_11.33,8-22-2000,Polydora (Polydora) quadrilobata,12
2177,site_54.55_11.33,10-25-2000,Polydora (Polydora) quadrilobata,10
2178,site_54.55_11.33,10-26-2001,Polydora (Polydora) quadrilobata,10
2179,site_54.55_11.33,5-9-1982,Polydora ciliata,237
2180,site_54.55_11.33,10-26-1994,Polydora ciliata,7
2181,site_54.55_11.33,8-22-2000,Polydora ciliata,12
2182,site_54.55_11.33,10-25-2000,Polydora ciliata,3
2183,site_54.55_11.33,10-14-2003,Polydora ciliata,1
2184,site_54.55_11.33,10-26-1993,Polydora cornuta,10
2185,site_54.55_11.33,10-24-1997,Pontoporeia femorata,17
2186,site_54.55_11.33,10-29-1998,Pontoporeia femorata,7
2187,site_54.55_11.33,10-29-2004,Praunus inermis,1
2188,site_54.55_11.33,10-24-1997,Priapulus caudatus,3
2189,site_54.55_11.33,10-14-2003,Priapulus caudatus,24
2190,site_54.55_11.33,10-29-2004,Priapulus caudatus,3
2191,site_54.55_11.33,10-26-2001,Prionospio steenstrupi,1
2192,site_54.55_11.33,10-14-2003,Prionospio steenstrupi,3
2193,site_54.55_11.33,10-29-2004,Prionospio steenstrupi,10
2194,site_54.55_11.33,10-26-2001,Pseudopolydora pulchra,10
2195,site_54.55_11.33,10-29-2004,Pseudopolydora pulchra,3
2196,site_54.55_11.33,10-25-2000,Pygospio elegans,3
2197,site_54.55_11.33,10-26-2001,Rathkea octopunctata,1
2198,site_54.55_11.33,10-29-2004,Retusa obtusa,7
2199,site_54.55_11.33,10-29-2004,Retusa truncatula,7
2200,site_54.55_11.33,10-26-1994,Scalibregma inflatum,20
2201,site_54.55_11.33,10-24-1997,Scalibregma inflatum,48
2202,site_54.55_11.33,10-29-1998,Scalibregma inflatum,10
2203,site_54.55_11.33,10-26-2001,Scalibregma inflatum,3
2204,site_54.55_11.33,10-14-2003,Scalibregma inflatum,2180
2205,site_54.55_11.33,10-29-2004,Scalibregma inflatum,337
2206,site_54.55_11.33,10-26-1994,Scoloplos armiger,95
2207,site_54.55_11.33,10-24-1997,Scoloplos armiger,762
2208,site_54.55_11.33,10-29-1998,Scoloplos armiger,391
2209,site_54.55_11.33,8-22-2000,Scoloplos armiger,163
2210,site_54.55_11.33,10-25-2000,Scoloplos armiger,10
2211,site_54.55_11.33,10-26-2001,Scoloplos armiger,61
2212,site_54.55_11.33,10-14-2003,Scoloplos armiger,24
2213,site_54.55_11.33,10-29-2004,Scoloplos armiger,255
2214,site_54.55_11.33,10-14-2003,Sertularia cupressina,1
2215,site_54.55_11.33,10-26-2001,Sphaerodorum flavum,1
2216,site_54.55_11.33,10-26-1995,Spio filicornis,3
2217,site_54.55_11.33,10-24-1997,Spio goniocephala,27
2218,site_54.55_11.33,10-29-1998,Spio goniocephala,75
2219,site_54.55_11.33,10-14-2003,Streptosyllis websteri,1
2220,site_54.55_11.33,10-29-2004,Streptosyllis websteri,1
2221,site_54.55_11.33,8-22-2000,Styela coriacea,6
2222,site_54.55_11.33,10-25-2000,Styela coriacea,7
2223,site_54.55_11.33,10-26-2001,Styela coriacea,17
2224,site_54.55_11.33,10-26-1994,Terebellides stroemii,139
2225,site_54.55_11.33,10-24-1997,Terebellides stroemii,197
2226,site_54.55_11.33,10-29-1998,Terebellides stroemii,184
2227,site_54.55_11.33,8-22-2000,Terebellides stroemii,494
2228,site_54.55_11.33,10-25-2000,Terebellides stroemii,235
2229,site_54.55_11.33,10-26-2001,Terebellides stroemii,221
2230,site_54.55_11.33,10-14-2003,Terebellides stroemii,31
2231,site_54.55_11.33,10-29-2004,Terebellides stroemii,54
2232,site_54.55_11.33,10-25-2000,Trochochaeta multisetosa,3
2233,site_54.55_11.33,10-14-2003,Trochochaeta multisetosa,34
2234,site_54.55_11.33,10-29-2004,Trochochaeta multisetosa,10
2235,site_54.55_11.33,10-29-1998,Turbellaria,3
2236,site_54.55_11.33,10-14-2003,Turbellaria,3
2237,site_54.55_11.33,10-29-1998,Valkeria uva,1
2238,site_54.55_11.33,8-22-2000,Valkeria uva,1
2239,site_54.55_11.33,10-25-2000,Valkeria uva,1
2240,site_54.55_11.33,10-17-2002,Valkeria uva,1
2241,site_54.55_11.33,10-14-2003,Valkeria uva,1
2242,site_54.63_14.28,11-3-1998,Alcyonidium polyoum,1
2243,site_54.63_14.28,9-10-1999,Alcyonidium polyoum,1
2244,site_54.63_14.28,10-29-2000,Alcyonidium polyoum,1
