,site,scientificnameaccepted,yearcollected,Count (Dmnless)
1040,site_54.32_11.55,Bylgides sarsi,2000,31
1041,site_54.32_11.55,Bylgides sarsi,2001,28
1042,site_54.32_11.55,Bylgides sarsi,2003,50
1043,site_54.32_11.55,Bylgides sarsi,2004,25
1044,site_54.32_11.55,Callopora lineata,2003,1
1045,site_54.32_11.55,Capitella capitata,1983,3
1046,site_54.32_11.55,Capitella capitata,1988,3
1047,site_54.32_11.55,Capitella capitata,1994,14
1048,site_54.32_11.55,Capitella capitata,2003,16
1049,site_54.32_11.55,Cephalothrix,2001,6
1050,site_54.32_11.55,Cerastoderma glaucum,1989,131
1051,site_54.32_11.55,Cirrophorus eliasoni,2000,3
1052,site_54.32_11.55,Corbula gibba,1984,35
1053,site_54.32_11.55,Corbula gibba,1986,61
1054,site_54.32_11.55,Corbula gibba,1988,15
1055,site_54.32_11.55,Corbula gibba,1989,3
1056,site_54.32_11.55,Corbula gibba,1990,47
1057,site_54.32_11.55,Corbula gibba,1991,58
1058,site_54.32_11.55,Corbula gibba,1992,111
1059,site_54.32_11.55,Corbula gibba,1993,31
1060,site_54.32_11.55,Corbula gibba,1994,63
1061,site_54.32_11.55,Corbula gibba,1995,13
1062,site_54.32_11.55,Corbula gibba,1997,6
1063,site_54.32_11.55,Corbula gibba,1998,6
1064,site_54.32_11.55,Corbula gibba,1999,1
1065,site_54.32_11.55,Corbula gibba,2000,3
1066,site_54.32_11.55,Corbula gibba,2001,6
1067,site_54.32_11.55,Corbula gibba,2002,1
1068,site_54.32_11.55,Corbula gibba,2004,25
1069,site_54.32_11.55,Corophium volutator,1993,3
1070,site_54.32_11.55,Crangon crangon,1990,9
1071,site_54.32_11.55,Crangon crangon,1992,2
1072,site_54.32_11.55,Diastylis rathkei,1984,40
1073,site_54.32_11.55,Diastylis rathkei,1988,24
1074,site_54.32_11.55,Diastylis rathkei,1989,30
1075,site_54.32_11.55,Diastylis rathkei,1990,94
1076,site_54.32_11.55,Diastylis rathkei,1991,6
1077,site_54.32_11.55,Diastylis rathkei,1992,11
1078,site_54.32_11.55,Diastylis rathkei,1993,9
1079,site_54.32_11.55,Diastylis rathkei,1994,104
1080,site_54.32_11.55,Diastylis rathkei,1995,31
1081,site_54.32_11.55,Diastylis rathkei,1997,1134
1082,site_54.32_11.55,Diastylis rathkei,1998,474
1083,site_54.32_11.55,Diastylis rathkei,1999,25
1084,site_54.32_11.55,Diastylis rathkei,2000,332
1085,site_54.32_11.55,Diastylis rathkei,2001,318
1086,site_54.32_11.55,Diastylis rathkei,2002,9
1087,site_54.32_11.55,Diastylis rathkei,2003,38
1088,site_54.32_11.55,Diastylis rathkei,2004,890
1089,site_54.32_11.55,Electra crustulenta,2001,1
1090,site_54.32_11.55,Electra crustulenta,2002,1
1091,site_54.32_11.55,Electra crustulenta,2003,1
1092,site_54.32_11.55,Eteone flava,2001,3
1093,site_54.32_11.55,Eteone longa,1997,2
1094,site_54.32_11.55,Eteone longa,2000,3
1095,site_54.32_11.55,Euchone papillosa,1997,8
1096,site_54.32_11.55,Euchone papillosa,1998,85
1097,site_54.32_11.55,Euchone papillosa,1999,41
1098,site_54.32_11.55,Euchone papillosa,2000,9
1099,site_54.32_11.55,Euchone papillosa,2001,13
1100,site_54.32_11.55,Euchone papillosa,2004,3
1101,site_54.32_11.55,Eucratea loricata,2000,1
1102,site_54.32_11.55,Eucratea loricata,2001,1
1103,site_54.32_11.55,Eucratea loricata,2003,1
1104,site_54.32_11.55,Gastrosaccus spinifer,1989,17
1105,site_54.32_11.55,Gastrosaccus spinifer,1992,4
1106,site_54.32_11.55,Gastrosaccus spinifer,1993,3
1107,site_54.32_11.55,Gastrosaccus spinifer,1994,6
1108,site_54.32_11.55,Gastrosaccus spinifer,1995,9
1109,site_54.32_11.55,Gastrosaccus spinifer,1997,2
1110,site_54.32_11.55,Gastrosaccus spinifer,2003,3
1111,site_54.32_11.55,Gonothyraea loveni,1998,1
1112,site_54.32_11.55,Halicryptus spinulosus,1983,50
1113,site_54.32_11.55,Halicryptus spinulosus,1984,57
1114,site_54.32_11.55,Halicryptus spinulosus,1986,6
1115,site_54.32_11.55,Halicryptus spinulosus,1988,6
1116,site_54.32_11.55,Halicryptus spinulosus,1989,3
1117,site_54.32_11.55,Halicryptus spinulosus,1990,6
1118,site_54.32_11.55,Halicryptus spinulosus,1992,4
1119,site_54.32_11.55,Halicryptus spinulosus,1993,25
1120,site_54.32_11.55,Halicryptus spinulosus,1994,22
1121,site_54.32_11.55,Halicryptus spinulosus,1995,19
1122,site_54.32_11.55,Halicryptus spinulosus,1997,9
1123,site_54.32_11.55,Halicryptus spinulosus,1998,3
1124,site_54.32_11.55,Halicryptus spinulosus,1999,3
1125,site_54.32_11.55,Halicryptus spinulosus,2002,1
1126,site_54.32_11.55,Halicryptus spinulosus,2003,28
1127,site_54.32_11.55,Halicryptus spinulosus,2004,44
1128,site_54.32_11.55,Halitholus yoldiaarcticae,2004,1
1129,site_54.32_11.55,Harmothoe imbricata,2004,1
1130,site_54.32_11.55,Hartlaubella gelatinosa,2004,1
1131,site_54.32_11.55,Heteromastus filiformis,1983,18
1132,site_54.32_11.55,Heteromastus filiformis,1984,22
1133,site_54.32_11.55,Heteromastus filiformis,1986,58
1134,site_54.32_11.55,Heteromastus filiformis,1988,182
1135,site_54.32_11.55,Heteromastus filiformis,1989,148
1136,site_54.32_11.55,Heteromastus filiformis,1990,41
1137,site_54.32_11.55,Heteromastus filiformis,1991,6
1138,site_54.32_11.55,Heteromastus filiformis,1994,31
1139,site_54.32_11.55,Heteromastus filiformis,1995,22
1140,site_54.32_11.55,Heteromastus filiformis,1997,226
1141,site_54.32_11.55,Heteromastus filiformis,1998,230
1142,site_54.32_11.55,Heteromastus filiformis,1999,79
1143,site_54.32_11.55,Heteromastus filiformis,2000,458
1144,site_54.32_11.55,Heteromastus filiformis,2001,252
1145,site_54.32_11.55,Heteromastus filiformis,2002,3
1146,site_54.32_11.55,Heteromastus filiformis,2003,9
1147,site_54.32_11.55,Heteromastus filiformis,2004,16
1148,site_54.32_11.55,Hydrobia ulvae,1993,25
1149,site_54.32_11.55,Hydrobia ulvae,1997,2
1150,site_54.32_11.55,Idotea balthica,1997,2
1151,site_54.32_11.55,Lagis koreni,1983,9
1152,site_54.32_11.55,Lagis koreni,1984,18
1153,site_54.32_11.55,Lagis koreni,1988,3
1154,site_54.32_11.55,Lagis koreni,1990,88
1155,site_54.32_11.55,Lagis koreni,1991,29
1156,site_54.32_11.55,Lagis koreni,1994,730
1157,site_54.32_11.55,Lagis koreni,1997,138
1158,site_54.32_11.55,Lagis koreni,1998,32
1159,site_54.32_11.55,Lagis koreni,2000,3
1160,site_54.32_11.55,Lagis koreni,2001,9
1161,site_54.32_11.55,Lagis koreni,2003,242
1162,site_54.32_11.55,Lagis koreni,2004,192
1163,site_54.32_11.55,Lepidonotus squamatus,2004,1
1164,site_54.32_11.55,Levinsenia gracilis,1990,3
1165,site_54.32_11.55,Lineus ruber,2000,15
1166,site_54.32_11.55,Lineus ruber,2001,31
1167,site_54.32_11.55,Macoma balthica,1983,3
1168,site_54.32_11.55,Macoma balthica,1988,6
1169,site_54.32_11.55,Macoma balthica,1997,36
1170,site_54.32_11.55,Macoma balthica,1998,48
1171,site_54.32_11.55,Macoma balthica,1999,9
1172,site_54.32_11.55,Malacobdella grossa,1999,3
1173,site_54.32_11.55,Malacobdella grossa,2000,3
1174,site_54.32_11.55,Metridium senile,1988,3
1175,site_54.32_11.55,Metridium senile,2000,1
1176,site_54.32_11.55,Metridium senile,2001,1
1177,site_54.32_11.55,Microdeutopus gryllotalpa,1993,3
1178,site_54.32_11.55,Musculus marmoratus,2004,1
1179,site_54.32_11.55,Mya arenaria,1990,9
1180,site_54.32_11.55,Mya arenaria,1994,6
1181,site_54.32_11.55,Mya arenaria,2004,1
1182,site_54.32_11.55,Mya truncata,2000,3
1183,site_54.32_11.55,Mysella bidentata,1989,33
1184,site_54.32_11.55,Mysella bidentata,1990,9
1185,site_54.32_11.55,Mysella bidentata,1993,3
1186,site_54.32_11.55,Mysella bidentata,2001,22
1187,site_54.32_11.55,Mysella bidentata,2004,145
1188,site_54.32_11.55,Mysis mixta,1983,3
1189,site_54.32_11.55,Mytilus edulis,1991,3
1190,site_54.32_11.55,Mytilus edulis,1993,3
1191,site_54.32_11.55,Mytilus edulis,1994,3
1192,site_54.32_11.55,Mytilus edulis,1998,3
1193,site_54.32_11.55,Mytilus edulis,2003,1
1194,site_54.32_11.55,Mytilus edulis,2004,1
1195,site_54.32_11.55,Nemertina,1997,8
1196,site_54.32_11.55,Nemertina,1998,9
1197,site_54.32_11.55,Nemertina,2000,9
1198,site_54.32_11.55,Nemertina,2004,9
1199,site_54.32_11.55,Nephtys,1989,3
1200,site_54.32_11.55,Nephtys,1990,3
1201,site_54.32_11.55,Nephtys caeca,1993,3
1202,site_54.32_11.55,Nephtys caeca,2000,6
1203,site_54.32_11.55,Nephtys caeca,2001,6
1204,site_54.32_11.55,Nephtys ciliata,1984,5
1205,site_54.32_11.55,Nephtys ciliata,1997,9
1206,site_54.32_11.55,Nephtys ciliata,1998,25
1207,site_54.32_11.55,Nephtys ciliata,1999,19
1208,site_54.32_11.55,Nephtys ciliata,2000,9
1209,site_54.32_11.55,Nephtys ciliata,2001,6
1210,site_54.32_11.55,Nephtys ciliata,2004,6
1211,site_54.32_11.55,Nephtys hombergii,1986,9
1212,site_54.32_11.55,Nephtys hombergii,1988,12
1213,site_54.32_11.55,Nephtys hombergii,1989,20
1214,site_54.32_11.55,Nephtys hombergii,1990,15
1215,site_54.32_11.55,Nephtys hombergii,1991,26
1216,site_54.32_11.55,Nephtys hombergii,1994,19
1217,site_54.32_11.55,Nephtys hombergii,1995,6
1218,site_54.32_11.55,Nephtys hombergii,1997,26
1219,site_54.32_11.55,Nephtys hombergii,1998,9
1220,site_54.32_11.55,Nephtys hombergii,1999,3
1221,site_54.32_11.55,Nephtys hombergii,2000,9
1222,site_54.32_11.55,Nephtys hombergii,2001,16
1223,site_54.32_11.55,Nephtys hombergii,2004,38
1224,site_54.32_11.55,Nereimyra punctata,2004,1
1225,site_54.32_11.55,Oligochaeta,1991,3
1226,site_54.32_11.55,Oligochaeta,2004,3
1227,site_54.32_11.55,Opercularella pumila,1998,1
1228,site_54.32_11.55,Opercularella pumila,1999,1
1229,site_54.32_11.55,Ophiura albida,2000,22
1230,site_54.32_11.55,Ophiura albida,2001,6
1231,site_54.32_11.55,Ophiura albida,2004,50
1232,site_54.32_11.55,Paraonis fulgens,1983,3
1233,site_54.32_11.55,Paraonis fulgens,1984,5
1234,site_54.32_11.55,Paraonis fulgens,1995,6
1235,site_54.32_11.55,Paraonis fulgens,1997,6
1236,site_54.32_11.55,Paraonis fulgens,1999,3
1237,site_54.32_11.55,Paraonis fulgens,2004,6
1238,site_54.32_11.55,Parvicardium ovale,1997,2
1239,site_54.32_11.55,Parvicardium ovale,2001,3
1240,site_54.32_11.55,Parvicardium ovale,2004,3
1241,site_54.32_11.55,Phaxas pellucidus,1984,5
1242,site_54.32_11.55,Phaxas pellucidus,2004,3
1243,site_54.32_11.55,Pherusa plumosa,1997,6
1244,site_54.32_11.55,Pherusa plumosa,2000,19
1245,site_54.32_11.55,Pherusa plumosa,2001,1
1246,site_54.32_11.55,Pherusa plumosa,2003,6
1247,site_54.32_11.55,Pherusa plumosa,2004,1
1248,site_54.32_11.55,Philine aperta,2004,1
1249,site_54.32_11.55,Pholoe,1983,15
1250,site_54.32_11.55,Pholoe,1988,17
1251,site_54.32_11.55,Pholoe,1989,3
1252,site_54.32_11.55,Pholoe assimilis,1997,6
1253,site_54.32_11.55,Pholoe assimilis,1998,3
1254,site_54.32_11.55,Pholoe assimilis,2000,18
1255,site_54.32_11.55,Pholoe assimilis,2001,22
1256,site_54.32_11.55,Pholoe assimilis,2004,9
1257,site_54.32_11.55,Pholoe baltica,1998,9
1258,site_54.32_11.55,Pholoe baltica,2004,6
1259,site_54.32_11.55,Pholoe inornata,2000,3
1260,site_54.32_11.55,Phyllodoce (Anaitides) maculata,2004,1
1261,site_54.32_11.55,Phyllodoce (Anaitides) mucosa,1994,16
1262,site_54.32_11.55,Phyllodoce (Anaitides) mucosa,1997,15
1263,site_54.32_11.55,Phyllodoce (Anaitides) mucosa,1998,3
1264,site_54.32_11.55,Phyllodoce (Anaitides) mucosa,1999,1
1265,site_54.32_11.55,Phyllodoce (Anaitides) mucosa,2003,1
1266,site_54.32_11.55,Phyllodoce (Anaitides) mucosa,2004,6
1267,site_54.32_11.55,Polydora,1992,319
1268,site_54.32_11.55,Polydora,1993,160
1269,site_54.32_11.55,Polydora (Polydora) quadrilobata,1984,5
1270,site_54.32_11.55,Polydora (Polydora) quadrilobata,1988,3
1271,site_54.32_11.55,Polydora (Polydora) quadrilobata,1990,6
1272,site_54.32_11.55,Polydora (Polydora) quadrilobata,1995,3
1273,site_54.32_11.55,Polydora (Polydora) quadrilobata,1997,13
1274,site_54.32_11.55,Polydora (Polydora) quadrilobata,1998,16
1275,site_54.32_11.55,Polydora (Polydora) quadrilobata,2000,6
1276,site_54.32_11.55,Polydora (Polydora) quadrilobata,2001,6
1277,site_54.32_11.55,Polydora (Polydora) quadrilobata,2003,19
1278,site_54.32_11.55,Polydora (Polydora) quadrilobata,2004,6
1279,site_54.32_11.55,Polydora caulleryi,2003,16
1280,site_54.32_11.55,Polydora ciliata,1989,185
1281,site_54.32_11.55,Polydora ciliata,1990,9
1282,site_54.32_11.55,Polydora ciliata,1994,138
1283,site_54.32_11.55,Polydora ciliata,1995,66
1284,site_54.32_11.55,Polydora ciliata,1998,6
1285,site_54.32_11.55,Polydora ciliata,2003,1
1286,site_54.32_11.55,Pontoporeia femorata,1997,13
1287,site_54.32_11.55,Pontoporeia femorata,1998,3
1288,site_54.32_11.55,Priapulus caudatus,1983,32
1289,site_54.32_11.55,Priapulus caudatus,1984,5
1290,site_54.32_11.55,Priapulus caudatus,1988,3
1291,site_54.32_11.55,Priapulus caudatus,1989,3
1292,site_54.32_11.55,Priapulus caudatus,2003,13
1293,site_54.32_11.55,Pseudopolydora antennata,2001,19
1294,site_54.32_11.55,Pseudopolydora antennata,2004,1
1295,site_54.32_11.55,Pseudopolydora pulchra,2003,3
1296,site_54.32_11.55,Pygospio elegans,1993,9
1297,site_54.32_11.55,Saduria entomon,1992,2
1298,site_54.32_11.55,Scalibregma inflatum,1998,3
1299,site_54.32_11.55,Scalibregma inflatum,2000,12
1300,site_54.32_11.55,Scalibregma inflatum,2001,3
1301,site_54.32_11.55,Scalibregma inflatum,2004,50
1302,site_54.32_11.55,Scoloplos armiger,1988,38
1303,site_54.32_11.55,Scoloplos armiger,1994,25
1304,site_54.32_11.55,Scoloplos armiger,1997,155
1305,site_54.32_11.55,Scoloplos armiger,1998,50
1306,site_54.32_11.55,Scoloplos armiger,2000,28
1307,site_54.32_11.55,Scoloplos armiger,2001,88
1308,site_54.32_11.55,Scoloplos armiger,2003,13
1309,site_54.32_11.55,Scoloplos armiger,2004,35
1310,site_54.32_11.55,Streptosyllis websteri,2001,1
1311,site_54.32_11.55,Terebellides stroemii,1997,49
1312,site_54.32_11.55,Terebellides stroemii,1998,333
1313,site_54.32_11.55,Terebellides stroemii,1999,189
1314,site_54.32_11.55,Terebellides stroemii,2000,1193
1315,site_54.32_11.55,Terebellides stroemii,2001,226
1316,site_54.32_11.55,Trochochaeta multisetosa,1986,15
1317,site_54.32_11.55,Trochochaeta multisetosa,1988,6
1318,site_54.32_11.55,Trochochaeta multisetosa,1991,6
1319,site_54.32_11.55,Trochochaeta multisetosa,1994,13
1320,site_54.32_11.55,Trochochaeta multisetosa,1997,9
1321,site_54.32_11.55,Trochochaeta multisetosa,1998,88
1322,site_54.32_11.55,Trochochaeta multisetosa,1999,16
1323,site_54.32_11.55,Trochochaeta multisetosa,2000,208
1324,site_54.32_11.55,Trochochaeta multisetosa,2003,9
1325,site_54.32_11.55,Trochochaeta multisetosa,2004,13
1326,site_54.47_12.2,Diastylis rathkei,1994,20
1327,site_54.47_12.2,Gastrosaccus spinifer,1994,20
1328,site_54.47_12.2,Halicryptus spinulosus,1994,20
1329,site_54.47_12.2,Heteromastus filiformis,1994,10
1330,site_54.47_12.2,Lagis koreni,1994,20
1331,site_54.47_12.2,Phyllodoce (Anaitides) mucosa,1994,10
1332,site_54.55_11.33,Abra alba,1994,2187
1333,site_54.55_11.33,Abra alba,1997,367
1334,site_54.55_11.33,Abra alba,1998,374
1335,site_54.55_11.33,Abra alba,2000,870
1336,site_54.55_11.33,Abra alba,2001,415
1337,site_54.55_11.33,Abra alba,2003,1738
1338,site_54.55_11.33,Abra alba,2004,2405
1339,site_54.55_11.33,Acanthodoris pilosa,1998,3
1340,site_54.55_11.33,Alcyonidium polyoum,2001,1
1341,site_54.55_11.33,Ampharete acutifrons,1994,37
1342,site_54.55_11.33,Ampharete acutifrons,1997,3
1343,site_54.55_11.33,Ampharete acutifrons,2000,1
1344,site_54.55_11.33,Ampharete baltica,1997,34
1345,site_54.55_11.33,Ampharete baltica,1998,68
1346,site_54.55_11.33,Ampharete baltica,2000,845
1347,site_54.55_11.33,Ampharete baltica,2001,245
1348,site_54.55_11.33,Ampharete baltica,2003,34
1349,site_54.55_11.33,Ampharete baltica,2004,10
1350,site_54.55_11.33,Ampithoe rubricata,1997,10
1351,site_54.55_11.33,Ampithoe rubricata,1998,7
1352,site_54.55_11.33,Arctica islandica,1982,20
1353,site_54.55_11.33,Arctica islandica,1992,75
1354,site_54.55_11.33,Arctica islandica,1993,88
1355,site_54.55_11.33,Arctica islandica,1994,255
1356,site_54.55_11.33,Arctica islandica,1995,218
1357,site_54.55_11.33,Arctica islandica,1997,177
1358,site_54.55_11.33,Arctica islandica,1998,153
1359,site_54.55_11.33,Arctica islandica,2000,231
1360,site_54.55_11.33,Arctica islandica,2001,201
1361,site_54.55_11.33,Arctica islandica,2002,163
1362,site_54.55_11.33,Arctica islandica,2003,75
1363,site_54.55_11.33,Arctica islandica,2004,180
1364,site_54.55_11.33,Aricidea suecica,2000,3
1365,site_54.55_11.33,Aricidea suecica,2001,7
1366,site_54.55_11.33,Astarte borealis,1994,7
1367,site_54.55_11.33,Astarte borealis,1997,14
1368,site_54.55_11.33,Astarte borealis,1998,3
1369,site_54.55_11.33,Astarte borealis,2000,10
1370,site_54.55_11.33,Astarte borealis,2001,7
1371,site_54.55_11.33,Astarte borealis,2003,1
1372,site_54.55_11.33,Astarte elliptica,1982,6
1373,site_54.55_11.33,Astarte elliptica,1997,14
1374,site_54.55_11.33,Astarte elliptica,1998,20
1375,site_54.55_11.33,Astarte elliptica,2000,24
1376,site_54.55_11.33,Astarte elliptica,2001,10
1377,site_54.55_11.33,Asterias rubens,1994,7
1378,site_54.55_11.33,Asterias rubens,2000,1
1379,site_54.55_11.33,Asterias rubens,2001,1
1380,site_54.55_11.33,Asterias rubens,2003,1
1381,site_54.55_11.33,Asterias rubens,2004,1
1382,site_54.55_11.33,Balanus crenatus,2001,10
1383,site_54.55_11.33,Balanus crenatus,2003,1
1384,site_54.55_11.33,Balanus crenatus,2004,3
1385,site_54.55_11.33,Bougainvillia ramosa,2001,1
1386,site_54.55_11.33,Bougainvillia ramosa,2003,1
1387,site_54.55_11.33,Bowerbankia gracilis,2001,1
1388,site_54.55_11.33,Brada villosa,1994,3
1389,site_54.55_11.33,Bylgides sarsi,1982,106
1390,site_54.55_11.33,Bylgides sarsi,1992,3
1391,site_54.55_11.33,Bylgides sarsi,1993,3
1392,site_54.55_11.33,Bylgides sarsi,1994,88
1393,site_54.55_11.33,Bylgides sarsi,1998,54
1394,site_54.55_11.33,Bylgides sarsi,2000,42
1395,site_54.55_11.33,Bylgides sarsi,2001,7
1396,site_54.55_11.33,Bylgides sarsi,2003,122
1397,site_54.55_11.33,Bylgides sarsi,2004,10
1398,site_54.55_11.33,Callopora lineata,1998,1
1399,site_54.55_11.33,Capitella capitata,1982,132
1400,site_54.55_11.33,Capitella capitata,1995,65
1401,site_54.55_11.33,Capitella capitata,2000,1
1402,site_54.55_11.33,Capitella capitata,2004,7
1403,site_54.55_11.33,Carcinus maenas,1994,3
1404,site_54.55_11.33,Cerastoderma glaucum,1994,3
1405,site_54.55_11.33,Ciona intestinalis,2000,1
1406,site_54.55_11.33,Ciona intestinalis,2003,1
1407,site_54.55_11.33,Ciona intestinalis,2004,1
1408,site_54.55_11.33,Cirrophorus eliasoni,1998,3
1409,site_54.55_11.33,Cirrophorus eliasoni,2001,3
1410,site_54.55_11.33,Clytia hemisphaerica,1998,1
1411,site_54.55_11.33,Clytia hemisphaerica,2001,1
1412,site_54.55_11.33,Corbula gibba,1992,116
1413,site_54.55_11.33,Corbula gibba,1993,3
1414,site_54.55_11.33,Corbula gibba,1994,17
1415,site_54.55_11.33,Corbula gibba,1997,51
1416,site_54.55_11.33,Corbula gibba,1998,24
1417,site_54.55_11.33,Corbula gibba,2000,7
1418,site_54.55_11.33,Corbula gibba,2001,1
1419,site_54.55_11.33,Corbula gibba,2002,3
1420,site_54.55_11.33,Corbula gibba,2004,24
1421,site_54.55_11.33,Crangon crangon,2000,1
1422,site_54.55_11.33,Crangon crangon,2001,1
1423,site_54.55_11.33,Crangon crangon,2003,1
1424,site_54.55_11.33,Crangon crangon,2004,1
1425,site_54.55_11.33,Cribrilina punctata,2000,1
1426,site_54.55_11.33,Dendrodoa grossularia,1982,12
1427,site_54.55_11.33,Dendrodoa grossularia,1995,51
1428,site_54.55_11.33,Dendrodoa grossularia,1998,65
1429,site_54.55_11.33,Dendrodoa grossularia,2000,1
1430,site_54.55_11.33,Dendrodoa grossularia,2001,1
1431,site_54.55_11.33,Dendrodoa grossularia,2002,7
1432,site_54.55_11.33,Dendrodoa grossularia,2003,1
1433,site_54.55_11.33,Dendrodoa grossularia,2004,7
1434,site_54.55_11.33,Diastylis rathkei,1992,7
1435,site_54.55_11.33,Diastylis rathkei,1993,10
1436,site_54.55_11.33,Diastylis rathkei,1994,1582
1437,site_54.55_11.33,Diastylis rathkei,1995,54
1438,site_54.55_11.33,Diastylis rathkei,1997,2537
1439,site_54.55_11.33,Diastylis rathkei,1998,1095
1440,site_54.55_11.33,Diastylis rathkei,2000,1721
1441,site_54.55_11.33,Diastylis rathkei,2001,116
1442,site_54.55_11.33,Diastylis rathkei,2002,54
1443,site_54.55_11.33,Diastylis rathkei,2003,156
1444,site_54.55_11.33,Diastylis rathkei,2004,85
1445,site_54.55_11.33,Dyopedos monacantha,1994,10
1446,site_54.55_11.33,Dyopedos monacantha,2000,18
1447,site_54.55_11.33,Electra crustulenta,2000,2
1448,site_54.55_11.33,Electra crustulenta,2001,1
1449,site_54.55_11.33,Electra crustulenta,2003,1
1450,site_54.55_11.33,Electra crustulenta,2004,1
1451,site_54.55_11.33,Electra pilosa,2000,1
1452,site_54.55_11.33,Electra pilosa,2001,1
1453,site_54.55_11.33,Electra pilosa,2003,1
1454,site_54.55_11.33,Eteone longa,1997,7
1455,site_54.55_11.33,Eteone longa,2000,1
1456,site_54.55_11.33,Eteone longa,2001,3
1457,site_54.55_11.33,Eteone longa,2003,3
1458,site_54.55_11.33,Eteone longa,2004,14
1459,site_54.55_11.33,Euchone papillosa,1994,20
1460,site_54.55_11.33,Euchone papillosa,1997,3
1461,site_54.55_11.33,Euchone papillosa,1998,14
1462,site_54.55_11.33,Euchone papillosa,2000,28
1463,site_54.55_11.33,Euchone papillosa,2001,68
1464,site_54.55_11.33,Euchone papillosa,2003,3
1465,site_54.55_11.33,Euchone papillosa,2004,3
1466,site_54.55_11.33,Eucratea loricata,1998,1
1467,site_54.55_11.33,Eucratea loricata,2000,1
1468,site_54.55_11.33,Eucratea loricata,2001,1
1469,site_54.55_11.33,Eucratea loricata,2002,1
1470,site_54.55_11.33,Eucratea loricata,2003,1
1471,site_54.55_11.33,Eudendrium,2000,1
1472,site_54.55_11.33,Eudendrium,2003,1
1473,site_54.55_11.33,Eudorella truncatula,2000,12
1474,site_54.55_11.33,Eulalia bilineata,2000,3
1475,site_54.55_11.33,Eulalia bilineata,2003,1
1476,site_54.55_11.33,Eumida sanguinea,2003,3
1477,site_54.55_11.33,Facelina bostoniensis,2003,3
1478,site_54.55_11.33,Facelina bostoniensis,2004,3
1479,site_54.55_11.33,Gammarellus homari,1994,3
1480,site_54.55_11.33,Gammarus salinus,1993,3
1481,site_54.55_11.33,Gastrosaccus spinifer,1992,20
1482,site_54.55_11.33,Gastrosaccus spinifer,1993,20
1483,site_54.55_11.33,Gastrosaccus spinifer,1995,3
1484,site_54.55_11.33,Gastrosaccus spinifer,1997,27
1485,site_54.55_11.33,Gastrosaccus spinifer,1998,102
1486,site_54.55_11.33,Gastrosaccus spinifer,2000,3
1487,site_54.55_11.33,Glycera alba,2001,10
1488,site_54.55_11.33,Halichondria panicea,2001,1
1489,site_54.55_11.33,Halichondria panicea,2003,1
1490,site_54.55_11.33,Haliclona (Haliclona) oculata,2003,1
1491,site_54.55_11.33,Haliclona limbata,2000,1
1492,site_54.55_11.33,Haliclona limbata,2001,1
1493,site_54.55_11.33,Haliclona limbata,2003,1
1494,site_54.55_11.33,Halicryptus spinulosus,1982,21
1495,site_54.55_11.33,Halicryptus spinulosus,1993,51
1496,site_54.55_11.33,Halicryptus spinulosus,1994,54
1497,site_54.55_11.33,Halicryptus spinulosus,1995,14
1498,site_54.55_11.33,Halicryptus spinulosus,1997,3
1499,site_54.55_11.33,Halicryptus spinulosus,1998,3
1500,site_54.55_11.33,Halicryptus spinulosus,2001,1
1501,site_54.55_11.33,Halicryptus spinulosus,2003,3
1502,site_54.55_11.33,Halisarca dujardinii,2000,2
1503,site_54.55_11.33,Halisarca dujardinii,2001,1
1504,site_54.55_11.33,Halisarca dujardinii,2003,1
1505,site_54.55_11.33,Halisarca dujardinii,2004,1
1506,site_54.55_11.33,Harmothoe imbricata,1994,7
1507,site_54.55_11.33,Harmothoe imbricata,1998,3
1508,site_54.55_11.33,Harmothoe imbricata,2004,3
1509,site_54.55_11.33,Harmothoe impar,1994,3
1510,site_54.55_11.33,Harmothoe impar,1998,3
1511,site_54.55_11.33,Harmothoe impar,2001,1
1512,site_54.55_11.33,Harmothoe impar,2003,1
1513,site_54.55_11.33,Harmothoe impar,2004,3
1514,site_54.55_11.33,Hartlaubella gelatinosa,2000,2
1515,site_54.55_11.33,Hartlaubella gelatinosa,2001,1
1516,site_54.55_11.33,Hartlaubella gelatinosa,2003,1
1517,site_54.55_11.33,Hartlaubella gelatinosa,2004,1
1518,site_54.55_11.33,Hediste diversicolor,1992,3
1519,site_54.55_11.33,Heteromastus filiformis,1994,3
1520,site_54.55_11.33,Heteromastus filiformis,1995,31
1521,site_54.55_11.33,Heteromastus filiformis,1997,269
1522,site_54.55_11.33,Heteromastus filiformis,1998,71
1523,site_54.55_11.33,Heteromastus filiformis,2000,85
1524,site_54.55_11.33,Heteromastus filiformis,2001,48
1525,site_54.55_11.33,Heteromastus filiformis,2003,14
1526,site_54.55_11.33,Heteromastus filiformis,2004,31
1527,site_54.55_11.33,Hiatella arctica,2003,1
1528,site_54.55_11.33,Hydrobia ulvae,1993,3
1529,site_54.55_11.33,Hydrobia ulvae,1997,3
1530,site_54.55_11.33,Hydrobia ulvae,1998,3
1531,site_54.55_11.33,Hydrobia ulvae,2001,1
1532,site_54.55_11.33,Hyperia galba,2003,1
1533,site_54.55_11.33,Hyperia galba,2004,1
1534,site_54.55_11.33,Lagis koreni,1982,3
1535,site_54.55_11.33,Lagis koreni,1994,207
1536,site_54.55_11.33,Lagis koreni,1995,3
1537,site_54.55_11.33,Lagis koreni,1997,17
1538,site_54.55_11.33,Lagis koreni,1998,20
